la,ld,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,app,asexp,rsexp,asawr,rsawr
14,1,2,1,0.5665095065529053,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1,1,0.8932835941025795,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,6,4,1,0.955398960984103,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,1.0,0.09652777777777778,3.0,0,0.0,0.0,1.0,1.0,5.0,0.0155038759689922,0.0465116279069767
1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,3475,16,4,0.6991201899491767,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,40,1,1,0.9488482942421286,1.0,0.19842592592592592,0.0,1,1.0,18.50486111111111,1.0,14.0,14.0,0.1153846153846153,0.1153846153846153
9,9,2,2,0.6223659728744494,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,2,2,0.8527924884900406,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,47,1,1,0.9763794231541456,2.0,0.17299768518518518,5.0,0,0.0,0.0,1.0,8.0,4.0,0.0687022900763358,0.0381679389312977
81,49,1,1,0.9094037354701204,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,1,1,0.4283352939918191,1.0,0.07700231481481482,0.0,1,1.0,1.643148148148148,1.0,6.0,6.0,0.053030303030303,0.053030303030303
11,0,1,1,0.0,1.0,0.07697916666666667,0.0,1,1.0,2.0539467592592593,1.0,4.0,4.0,0.1111111111111111,0.1111111111111111
1,0,1,1,0.0,1.0,0.19961805555555556,3.0,0,1.0,0.00537037037037037,1.0,7.0,2.0,0.0601503759398496,0.0225563909774436
2,2,1,1,0.0,1.0,1.0025694444444444,3.0,0,1.0,0.008240740740740741,1.0,8.0,3.0,0.0671641791044776,0.0298507462686567
4765,0,2,1,0.9310870409894022,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,577,1,1,0.7656399915322469,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,796,6,1,0.992814148524786,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,6,1,1,0.7219280948873623,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,313,1,1,0.7724567098550327,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,2,1,0.9182958340544896,1.0,0.17041666666666666,2.0,0,0.0,0.0,1.0,5.0,1.0,0.1304347826086956,0.0434782608695652
4,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,1,1,0.6500224216483541,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,47,1,1,0.8723678242628945,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,1.0,0.1976388888888889,0.0,1,1.0,12.053703703703704,1.0,5.0,5.0,0.1276595744680851,0.1276595744680851
6,0,1,1,0.0,1.0,9.21164351851852,5.0,0,3.0,0.9821412037037037,1.0,15.0,1.0,0.1185185185185185,0.0148148148148148
37,21,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,451,15,3,0.8687565858180832,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,61,15,2,0.7543626358904412,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4,1,1,0.0,1.0,1.0025694444444444,3.0,0,1.0,0.8316550925925926,2.0,5.0,8.0,0.125,0.1875
82,50,4,2,0.8134374270387911,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,0.0,1.0,0.18281250000000002,1.0,0,0.0,0.0,2.0,5.0,5.0,0.0441176470588235,0.0441176470588235
1,603,8,2,0.6263756340535781,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,4,1,0.8035677466900204,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,10,3,2,0.8594013968470336,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,0,2,2,0.836904002869571,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,182,1,11,0.302923846673601,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,1,1,0.3876239630951643,1.0,0.27743055555555557,3.0,0,1.0,19.98974537037037,2.0,3.0,12.0,0.0291970802919708,0.0948905109489051
2,2,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,2,1,0.9182958340544896,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,14,4,1,0.6992314691117759,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,578,2,1,0.7900111793249799,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,5,1,0.8989992887817492,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,478,4,1,0.6943611134704394,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,10,1,1,0.9244030458889408,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,9,1,1,0.889967121998488,1.0,0.06368055555555556,2.0,0,3.0,14.867716049382716,1.0,4.0,8.0,0.036231884057971,0.0652173913043478
561,2,3,1,0.7466055560298133,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,7,2,1,0.7501361728042042,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,1,1,0.0,2.0,0.997337962962963,3.0,0,0.0,0.0,2.0,0.0,0.0,0.25,0.25
1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,2,1,0.7257559861487309,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,0.0,4.0,22.789247685185185,5.0,0,0.0,0.0,1.0,0.0,4.0,0.2,1.0
16,0,3,2,0.8410335941990121,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,24,1,0.0,3.0,2.1208449074074074,3.0,0,0.0,0.0,1.0,1.0,5.0,0.3333333333333333,1.0
1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,91,2,1,0.873485804109797,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4,2,2,0.266764987803026,1.0,0.17451388888888889,0.0,1,1.0,8.968738425925926,1.0,18.0,18.0,0.1180124223602484,0.1180124223602484
12,5,2,1,0.8483534812142263,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,92,2,2,0.5290521340071391,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,12,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,2,2,0.5032583347756457,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,56,2,1,0.7045767128725936,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0,1,1,0.0217930704393267,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,35,3,1,0.8694547328598481,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,11,3,1,0.8328610938902323,1.0,0.06368055555555556,2.0,0,3.0,0.20199768518518516,1.0,5.0,1.0,0.0428571428571428,0.0142857142857142
386,333,3,1,0.9223034797235952,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3,2,1,0.9674887648835616,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,13,2,1,0.7393221208569577,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,28,1,1,0.9672947789468944,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,2,1,0.9411864371816836,49.0,102.84278935185186,44.0,0,1.0,110.7022337962963,3.0,0.0,28.0,0.0070921985815602,0.2056737588652482
1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2,2,1,0.9975025463691152,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,108,1,1,0.938411861870462,1.0,18.003645833333334,5.0,0,0.0,0.0,1.0,4.0,11.0,0.0352112676056338,0.0845070422535211
4,8,3,2,0.9591479170272448,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,1,1,0.8112781244591328,1.0,1.8123726851851851,2.0,0,1.0,18.98085648148148,1.0,16.0,12.0,0.1188811188811188,0.0909090909090909
9,9,1,1,0.8527924884900404,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1,1,0.9182958340544896,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0,3,2,0.5650465218941081,14.0,5.481180555555556,26.0,0,0.0,0.0,1.0,0.0,0.0,0.0060240963855421,0.0060240963855421
120,99,5,1,0.7598875387006407,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,395,3,3,0.7977273584276701,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,197,2,2,0.499766488473683,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,25,1,1,0.8170278044072318,1.0,0.7992708333333334,2.0,0,3.0,0.44603395061728396,1.0,2.0,5.0,0.0206896551724137,0.0413793103448275
24,300,1,1,0.1921945767955142,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,1,1,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,1,0.8112781244591328,1.0,0.05460648148148148,0.0,1,0.0,0.0,1.0,10.0,10.0,0.0753424657534246,0.0753424657534246
90,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,40,2,2,0.643933910777795,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,0.0,1.0,0.08337962962962964,1.0,0,0.0,0.0,2.0,7.0,14.0,0.1568627450980392,0.2941176470588235
0,2,1,1,0.0,1.0,0.08337962962962964,1.0,0,1.0,0.004826388888888889,2.0,8.0,15.0,0.173076923076923,0.3076923076923077
66,12,4,2,0.6608933421808214,2.0,2.7871180555555557,1.0,0,1.0,0.45402777777777775,2.0,14.0,14.0,0.087719298245614,0.087719298245614
33,33,1,1,0.0,1.0,0.10591435185185184,3.0,0,1.0,3.3434722222222226,1.0,6.0,1.0,0.1296296296296296,0.037037037037037
23,14,1,1,0.0,1.0,0.10590277777777778,3.0,0,1.0,0.011886574074074075,1.0,7.0,2.0,0.1454545454545454,0.0545454545454545
129,8,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,1,1,0.8256265261578954,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,26,1,1,0.2918182565988858,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,37,1,1,0.678114052360606,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,4,1,1,0.0865042141213459,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,1,2,2,0.1277770967061604,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,1.0,1.0,4.081412037037037,1.0,0,0.0,0.0,2.0,1.0,1.0,0.0135135135135135,0.0135135135135135
72,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,1,1,0.0,1.0,0.21010416666666668,5.0,0,3.0,3.935277777777778,2.0,0.0,0.0,0.0067114093959731,0.0067114093959731
4,23,4,2,0.8840871929042798,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,362,7,2,0.437270626539307,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,29,1,1,0.7121581144214142,1.0,3.967974537037037,3.0,0,1.0,32.91569444444445,2.0,1.0,7.0,0.0133333333333333,0.0533333333333333
2,0,1,1,0.0,1.0,2.007696759259259,2.0,0,0.0,0.0,2.0,0.0,0.0,0.0066225165562913,0.0066225165562913
2,2,1,1,1.0,1.0,0.11556712962962963,3.0,0,1.0,3.830451388888889,1.0,17.0,13.0,0.1184210526315789,0.0921052631578947
87,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,1.0,1.1550925925925926,2.0,0,0.0,0.0,2.0,0.0,1.0,0.2,0.4
52,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,26,2,1,0.0693412689154421,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,2,2,0.72483409150576,1.0,0.09465277777777777,4.0,0,0.0,0.0,1.0,15.0,0.0,0.0893854748603352,0.0055865921787709
10,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1,1,0.920619835714305,1.0,0.9860416666666666,2.0,0,4.0,7.971304012345679,1.0,0.0,2.0,0.0064935064935064,0.0194805194805194
34,63,2,1,0.8255608927981295,1.0,0.13314814814814815,3.0,0,0.0,0.0,1.0,11.0,7.0,0.0774193548387096,0.0516129032258064
5,6,3,1,0.8342022886441014,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,2,2,0.6579985664892123,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,1,1,0.5032583347756457,2.0,0.12251157407407408,3.0,0,1.0,23.024780092592593,1.0,18.0,14.0,0.1217948717948717,0.0961538461538461
14,14,1,1,0.0,1.0,0.1058912037037037,3.0,0,0.0,0.0,1.0,0.0,2.0,0.1428571428571428,0.4285714285714285
1425,26,4,2,0.5788297930308771,1.0,3.1346527777777777,0.0,1,2.0,1.2387942538126362,1.0,16.0,16.0,0.0928961748633879,0.0928961748633879
49,27,1,1,0.5617526078313282,2.0,1.9869675925925927,2.0,0,1.0,26.287349537037034,1.0,19.0,15.0,0.1265822784810126,0.1012658227848101
10,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,1,1,1.0,1.0,0.05726851851851852,0.0,1,1.0,6.995474537037037,1.0,9.0,9.0,0.0628930817610062,0.0628930817610062
13,0,1,1,0.961236604722876,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1,1,0.0,1.0,1.7407060185185186,2.0,0,0.0,0.0,1.0,2.0,4.0,0.01875,0.03125
54,74,1,1,0.6676278128891308,1.0,2.236226851851852,2.0,0,0.0,0.0,2.0,12.0,13.0,0.0807453416149068,0.0869565217391304
4,4,1,1,0.954434002924965,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,1,1,0.954434002924965,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,3,1,1,0.6345045748873644,1.0,4.081412037037037,1.0,0,1.0,5.985972222222222,2.0,2.0,2.0,0.0185185185185185,0.0185185185185185
52,0,1,1,0.0,1.0,0.1753472222222222,0.0,1,1.0,0.010034722222222223,1.0,3.0,3.0,0.0245398773006134,0.0245398773006134
67,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,0.0,1.0,0.07968750000000001,0.0,1,1.0,0.3751273148148148,1.0,9.0,9.0,0.0609756097560975,0.0609756097560975
126,126,4,1,0.716002915135046,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,2,2,0.2863969571159562,1.0,0.0950925925925926,2.0,0,0.0,0.0,1.0,16.0,15.0,0.0890052356020942,0.0837696335078534
16,562,2,1,0.8689719904624327,2.0,1.178587962962963,2.0,0,3.0,1.2618595679012348,2.0,13.0,22.0,0.0843373493975903,0.1385542168674698
0,30,1,1,0.4689955935892812,2.0,0.10599537037037038,1.0,1,3.0,9.891030092592592,1.0,10.0,10.0,0.0658682634730539,0.0658682634730539
2,1,1,1,0.0,1.0,0.10599537037037038,3.0,0,1.0,1.1695833333333334,1.0,11.0,16.0,0.0714285714285714,0.1011904761904761
5,2,1,1,0.0,1.0,2.132337962962963,0.0,1,1.0,21.981956018518517,1.0,17.0,17.0,0.1065088757396449,0.1065088757396449
11,157,8,2,0.8729249987648616,1.0,0.12009259259259258,4.0,0,7.0,2.100339506172839,2.0,12.0,16.0,0.0663265306122449,0.086734693877551
234,84,1,1,0.5870588999401608,3.0,5.85550925925926,2.0,1,0.0,0.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666
11,3,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3,2,2,0.833764907210665,2.0,1.2625925925925927,0.0,1,1.0,12.520248842592594,1.0,18.0,18.0,0.0959595959595959,0.0959595959595959
9,7,1,1,0.5435644431995964,1.0,1.1618287037037038,0.0,1,0.0,0.0,1.0,17.0,17.0,0.1052631578947368,0.1052631578947368
710,5,1,1,0.717017585722559,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,415,1,1,0.7653065048949327,1.0,0.31678240740740743,1.0,0,3.0,13.00676311728395,2.0,15.0,24.0,0.0924855491329479,0.1445086705202312
0,284,1,1,0.9552957027569003,1.0,0.31678240740740743,1.0,0,2.0,0.8466435185185185,2.0,16.0,25.0,0.0977011494252873,0.1494252873563218
0,39,1,1,0.9182958340544896,1.0,0.31678240740740743,1.0,0,0.0,0.0,2.0,17.0,26.0,0.1028571428571428,0.1542857142857142
0,883,1,1,0.8433894168448959,1.0,0.31678240740740743,1.0,0,2.0,1.5498352396514161,2.0,18.0,27.0,0.1079545454545454,0.1590909090909091
1,252,3,1,0.8281744727385802,1.0,0.31678240740740743,1.0,0,1.0,0.02383333333333333,2.0,19.0,28.0,0.1129943502824858,0.1638418079096045
100691,0,96,6,0.8961683982866527,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1,1,0.0,1.0,1.314699074074074,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0056179775280898,0.0056179775280898
1,2,1,1,0.9182958340544896,1.0,0.8087037037037037,1.0,0,0.0,0.0,2.0,1.0,1.0,0.0111731843575419,0.0111731843575419
0,5,1,1,0.0,1.0,0.8051157407407407,1.0,0,1.0,0.05484953703703704,2.0,2.0,2.0,0.0166666666666666,0.0166666666666666
3,3,1,1,0.0,1.0,8.00013888888889,2.0,0,0.0,0.0,2.0,0.0,0.0,0.005524861878453,0.005524861878453
6,1,1,1,0.0,1.0,1.019236111111111,1.0,0,1.0,1.962025462962963,2.0,1.0,2.0,0.2857142857142857,0.4285714285714285
9,7,1,1,0.9463946303571862,1.0,0.11030092592592593,3.0,0,2.0,2.8081635802469136,1.0,20.0,8.0,0.1153846153846153,0.0494505494505494
31,6,2,1,0.6061896887233859,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
