dataset,axp0,axp1,axpsame,cxp0,cxp1,cxpsame
openstack,IF la = 70.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 0.4416319444444445 AND app = 2.0 AND rrexp = 791.0 THEN defect = False,IF la = 70.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 0.4416319444444445 AND app = 2.0 AND rrexp = 791.0 THEN defect = False,True,IF la != 70.0 THEN defect != False,IF la != 70.0 THEN defect != False,True
openstack,IF la = 70.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 0.4416319444444445 AND app = 2.0 AND rrexp = 791.0 THEN defect = False,IF la = 70.0 AND nd = 2.0 AND nrev = 1.0 AND rtime = 0.4416319444444445 AND app = 2.0 AND rrexp = 791.0 THEN defect = False,True,IF la != 70.0 THEN defect != False,IF la != 70.0 THEN defect != False,True
openstack,IF la = 6.0 AND nd = 3.0 AND nrev = 1.0 AND rtime = 0.0863425925925926 AND app = 2.0 AND rrexp = 424.0 THEN defect = False,IF la = 6.0 AND nd = 3.0 AND nrev = 1.0 AND rtime = 0.0863425925925926 AND app = 2.0 AND rrexp = 424.0 THEN defect = False,True,IF la != 6.0 THEN defect != False,IF la != 6.0 THEN defect != False,True
openstack,IF la = 6.0 AND nd = 3.0 AND nrev = 1.0 AND rtime = 0.0863425925925926 AND app = 2.0 AND rrexp = 424.0 THEN defect = False,IF la = 6.0 AND nd = 3.0 AND nrev = 1.0 AND rtime = 0.0863425925925926 AND app = 2.0 AND rrexp = 424.0 THEN defect = False,True,IF la != 6.0 THEN defect != False,IF la != 6.0 THEN defect != False,True
openstack,IF la = 121.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 0.3574305555555555 AND age = 4.983553240740741 AND app = 2.0 AND rrexp = 812.0 THEN defect = False,IF la = 121.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 0.3574305555555555 AND age = 4.983553240740741 AND app = 2.0 AND rrexp = 812.0 THEN defect = False,True,IF la != 121.0 THEN defect != False,IF la != 121.0 THEN defect != False,True
openstack,IF la = 121.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 0.3574305555555555 AND age = 4.983553240740741 AND app = 2.0 AND rrexp = 812.0 THEN defect = False,IF la = 121.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 0.3574305555555555 AND age = 4.983553240740741 AND app = 2.0 AND rrexp = 812.0 THEN defect = False,True,IF la != 121.0 THEN defect != False,IF la != 121.0 THEN defect != False,True
openstack,IF ns = 1.0 AND nrev = 3.0 AND rtime = 21.98613425925926 AND ndev = 25.0 AND age = 1.7360532407407403 AND app = 6.0 AND rrexp = 3288.0 THEN defect = True,IF ns = 1.0 AND nrev = 3.0 AND rtime = 21.98613425925926 AND ndev = 25.0 AND age = 1.7360532407407403 AND app = 6.0 AND rrexp = 3288.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 3.0 AND rtime = 21.98613425925926 AND ndev = 25.0 AND age = 1.7360532407407403 AND app = 6.0 AND rrexp = 3288.0 THEN defect = True,IF ns = 1.0 AND nrev = 3.0 AND rtime = 21.98613425925926 AND ndev = 25.0 AND age = 1.7360532407407403 AND app = 6.0 AND rrexp = 3288.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.2867592592592592 AND rrexp = 328.0 THEN defect = False,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.2867592592592592 AND rrexp = 328.0 THEN defect = False,True,IF la != 1.0 THEN defect != False,IF la != 1.0 THEN defect != False,True
openstack,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.2867592592592592 AND rrexp = 328.0 THEN defect = False,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.2867592592592592 AND rrexp = 328.0 THEN defect = False,True,IF la != 1.0 THEN defect != False,IF la != 1.0 THEN defect != False,True
openstack,IF la = 53.0 AND nd = 4.0 AND nrev = 5.0 AND rtime = 14.482893518518518 AND ndev = 21.0 AND age = 8.599675925925926 AND app = 5.0 AND rrexp = 1678.0 THEN defect = False,IF la = 53.0 AND nd = 4.0 AND nrev = 5.0 AND rtime = 14.482893518518518 AND ndev = 21.0 AND age = 8.599675925925926 AND app = 5.0 AND rrexp = 1678.0 THEN defect = False,True,IF la != 53.0 THEN defect != False,IF la != 53.0 THEN defect != False,True
openstack,IF la = 53.0 AND nd = 4.0 AND nrev = 5.0 AND rtime = 14.482893518518518 AND ndev = 21.0 AND age = 8.599675925925926 AND app = 5.0 AND rrexp = 1678.0 THEN defect = False,IF la = 53.0 AND nd = 4.0 AND nrev = 5.0 AND rtime = 14.482893518518518 AND ndev = 21.0 AND age = 8.599675925925926 AND app = 5.0 AND rrexp = 1678.0 THEN defect = False,True,IF la != 53.0 THEN defect != False,IF la != 53.0 THEN defect != False,True
openstack,IF la = 0.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.7330555555555556 AND app = 4.0 AND rrexp = 836.0 THEN defect = False,IF la = 0.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.7330555555555556 AND app = 4.0 AND rrexp = 836.0 THEN defect = False,True,IF la != 0.0 THEN defect != False,IF la != 0.0 THEN defect != False,True
openstack,IF la = 0.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.7330555555555556 AND app = 4.0 AND rrexp = 836.0 THEN defect = False,IF la = 0.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.7330555555555556 AND app = 4.0 AND rrexp = 836.0 THEN defect = False,True,IF la != 0.0 THEN defect != False,IF la != 0.0 THEN defect != False,True
openstack,IF la = 2.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 6.817581018518518 AND app = 3.0 AND rrexp = 370.0 THEN defect = False,IF la = 2.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 6.817581018518518 AND app = 3.0 AND rrexp = 370.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 2.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 6.817581018518518 AND app = 3.0 AND rrexp = 370.0 THEN defect = False,IF la = 2.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 6.817581018518518 AND app = 3.0 AND rrexp = 370.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.856099537037037 AND app = 4.0 AND rrexp = 1909.0 THEN defect = False,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.856099537037037 AND app = 4.0 AND rrexp = 1909.0 THEN defect = False,True,IF la != 1.0 THEN defect != False,IF la != 1.0 THEN defect != False,True
openstack,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.856099537037037 AND app = 4.0 AND rrexp = 1909.0 THEN defect = False,IF la = 1.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.856099537037037 AND app = 4.0 AND rrexp = 1909.0 THEN defect = False,True,IF la != 1.0 THEN defect != False,IF la != 1.0 THEN defect != False,True
openstack,IF la = 71.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 7.930729166666667 AND app = 3.0 AND rrexp = 888.0 THEN defect = False,IF la = 71.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 7.930729166666667 AND app = 3.0 AND rrexp = 888.0 THEN defect = False,True,IF la != 71.0 THEN defect != False,IF la != 71.0 THEN defect != False,True
openstack,IF la = 71.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 7.930729166666667 AND app = 3.0 AND rrexp = 888.0 THEN defect = False,IF la = 71.0 AND nd = 1.0 AND nrev = 3.0 AND rtime = 7.930729166666667 AND app = 3.0 AND rrexp = 888.0 THEN defect = False,True,IF la != 71.0 THEN defect != False,IF la != 71.0 THEN defect != False,True
openstack,IF la = 7.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 AND rrexp = 3165.0 THEN defect = False,IF la = 7.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 AND rrexp = 3165.0 THEN defect = False,True,IF la != 7.0 THEN defect != False,IF la != 7.0 THEN defect != False,True
openstack,IF la = 7.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 AND rrexp = 3165.0 THEN defect = False,IF la = 7.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 AND rrexp = 3165.0 THEN defect = False,True,IF la != 7.0 THEN defect != False,IF la != 7.0 THEN defect != False,True
openstack,IF ns = 1.0 AND nrev = 12.0 AND rtime = 18.87850694444444 AND age = 0.1104166666666666 AND app = 1.0 THEN defect = True,IF ns = 1.0 AND nrev = 12.0 AND rtime = 18.87850694444444 AND age = 0.1104166666666666 AND app = 1.0 THEN defect = True,True,IF age != 0.1104166666666666 THEN defect != True,IF age != 0.1104166666666666 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 12.0 AND rtime = 18.87850694444444 AND age = 0.1104166666666666 AND app = 1.0 THEN defect = True,IF ns = 1.0 AND nrev = 12.0 AND rtime = 18.87850694444444 AND age = 0.1104166666666666 AND app = 1.0 THEN defect = True,True,IF age != 0.1104166666666666 THEN defect != True,IF age != 0.1104166666666666 THEN defect != True,True
openstack,IF la = 6.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 AND rrexp = 820.0 THEN defect = False,IF la = 6.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 AND rrexp = 820.0 THEN defect = False,True,IF la != 6.0 THEN defect != False,IF la != 6.0 THEN defect != False,True
openstack,IF la = 6.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 AND rrexp = 820.0 THEN defect = False,IF la = 6.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 AND rrexp = 820.0 THEN defect = False,True,IF la != 6.0 THEN defect != False,IF la != 6.0 THEN defect != False,True
openstack,IF la = 9.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 THEN defect = False,IF la = 9.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 THEN defect = False,True,IF la != 9.0 THEN defect != False,IF la != 9.0 THEN defect != False,True
openstack,IF la = 9.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 THEN defect = False,IF la = 9.0 AND nd = 3.0 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 THEN defect = False,True,IF la != 9.0 THEN defect != False,IF la != 9.0 THEN defect != False,True
openstack,IF ns = 1.0 AND nrev = 22.0 AND age = 0.0496715856481481 AND app = 2.0 THEN defect = True,IF ns = 1.0 AND nrev = 22.0 AND age = 0.0496715856481481 AND app = 2.0 THEN defect = True,True,IF age != 0.0496715856481481 THEN defect != True,IF age != 0.0496715856481481 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 22.0 AND age = 0.0496715856481481 AND app = 2.0 THEN defect = True,IF ns = 1.0 AND nrev = 22.0 AND age = 0.0496715856481481 AND app = 2.0 THEN defect = True,True,IF age != 0.0496715856481481 THEN defect != True,IF age != 0.0496715856481481 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 7.0 AND rtime = 6.139201388888889 AND age = 0.030636574074074 AND app = 1.0 AND rrexp = 804.0 THEN defect = True,IF ns = 1.0 AND nrev = 7.0 AND rtime = 6.139201388888889 AND age = 0.030636574074074 AND app = 1.0 AND rrexp = 804.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 7.0 AND rtime = 6.139201388888889 AND age = 0.030636574074074 AND app = 1.0 AND rrexp = 804.0 THEN defect = True,IF ns = 1.0 AND nrev = 7.0 AND rtime = 6.139201388888889 AND age = 0.030636574074074 AND app = 1.0 AND rrexp = 804.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND age = 1.6317592592592591 AND app = 3.0 AND rrexp = 886.0 THEN defect = True,IF ns = 1.0 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND age = 1.6317592592592591 AND app = 3.0 AND rrexp = 886.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND age = 1.6317592592592591 AND app = 3.0 AND rrexp = 886.0 THEN defect = True,IF ns = 1.0 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND age = 1.6317592592592591 AND app = 3.0 AND rrexp = 886.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF la = 2.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 3.176840277777778 AND ndev = 32.0 AND app = 2.0 AND rrexp = 796.0 THEN defect = False,IF la = 2.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 3.176840277777778 AND ndev = 32.0 AND app = 2.0 AND rrexp = 796.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 2.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 3.176840277777778 AND ndev = 32.0 AND app = 2.0 AND rrexp = 796.0 THEN defect = False,IF la = 2.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 3.176840277777778 AND ndev = 32.0 AND app = 2.0 AND rrexp = 796.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND age = 10.452708333333334 AND app = 4.0 AND rrexp = 1600.0 THEN defect = False,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND age = 10.452708333333334 AND app = 4.0 AND rrexp = 1600.0 THEN defect = False,True,IF la != 117.0 THEN defect != False,IF la != 117.0 THEN defect != False,True
openstack,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND age = 10.452708333333334 AND app = 4.0 AND rrexp = 1600.0 THEN defect = False,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND age = 10.452708333333334 AND app = 4.0 AND rrexp = 1600.0 THEN defect = False,True,IF la != 117.0 THEN defect != False,IF la != 117.0 THEN defect != False,True
openstack,IF ns = 1.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND age = 0.0031018518518518 AND app = 3.0 AND rrexp = 2064.0 AND asawr = 0.1509005070816576 THEN defect = True,IF ns = 1.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND age = 0.0031018518518518 AND app = 3.0 AND rrexp = 2064.0 AND asawr = 0.1509005070816576 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND age = 0.0031018518518518 AND app = 3.0 AND rrexp = 2064.0 AND asawr = 0.1509005070816576 THEN defect = True,IF ns = 1.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND age = 0.0031018518518518 AND app = 3.0 AND rrexp = 2064.0 AND asawr = 0.1509005070816576 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND age = 11.935 AND app = 3.0 AND rrexp = 2076.0 THEN defect = True,IF ns = 1.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND age = 11.935 AND app = 3.0 AND rrexp = 2076.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND age = 11.935 AND app = 3.0 AND rrexp = 2076.0 THEN defect = True,IF ns = 1.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND age = 11.935 AND app = 3.0 AND rrexp = 2076.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF la = 7.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND app = 4.0 AND rrexp = 831.0 THEN defect = False,IF la = 7.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND app = 4.0 AND rrexp = 831.0 THEN defect = False,True,IF la != 7.0 THEN defect != False,IF la != 7.0 THEN defect != False,True
openstack,IF la = 7.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND app = 4.0 AND rrexp = 831.0 THEN defect = False,IF la = 7.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND app = 4.0 AND rrexp = 831.0 THEN defect = False,True,IF la != 7.0 THEN defect != False,IF la != 7.0 THEN defect != False,True
openstack,IF ns = 1.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND ndev = 17.0 AND age = 10.135208333333331 AND app = 5.0 AND rrexp = 2980.0 THEN defect = True,IF ns = 1.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND ndev = 17.0 AND age = 10.135208333333331 AND app = 5.0 AND rrexp = 2980.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND ndev = 17.0 AND age = 10.135208333333331 AND app = 5.0 AND rrexp = 2980.0 THEN defect = True,IF ns = 1.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND ndev = 17.0 AND age = 10.135208333333331 AND app = 5.0 AND rrexp = 2980.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND age = 0.0692361111111111 AND app = 1.0 AND rrexp = 823.0 THEN defect = True,IF ns = 1.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND age = 0.0692361111111111 AND app = 1.0 AND rrexp = 823.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF ns = 1.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND age = 0.0692361111111111 AND app = 1.0 AND rrexp = 823.0 THEN defect = True,IF ns = 1.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND age = 0.0692361111111111 AND app = 1.0 AND rrexp = 823.0 THEN defect = True,True,IF ns != 1.0 THEN defect != True,IF ns != 1.0 THEN defect != True,True
openstack,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND age = 26.835219907407406 AND app = 3.0 AND rrexp = 2350.0 THEN defect = False,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND age = 26.835219907407406 AND app = 3.0 AND rrexp = 2350.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND age = 26.835219907407406 AND app = 3.0 AND rrexp = 2350.0 THEN defect = False,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND age = 26.835219907407406 AND app = 3.0 AND rrexp = 2350.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 1.023599537037037 AND app = 4.0 AND rrexp = 670.0 THEN defect = False,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 1.023599537037037 AND app = 4.0 AND rrexp = 670.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 1.023599537037037 AND app = 4.0 AND rrexp = 670.0 THEN defect = False,IF la = 2.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 1.023599537037037 AND app = 4.0 AND rrexp = 670.0 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 14.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 6.385231481481482 AND app = 6.0 AND rrexp = 1604.0 THEN defect = False,IF la = 14.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 6.385231481481482 AND app = 6.0 AND rrexp = 1604.0 THEN defect = False,True,IF la != 14.0 THEN defect != False,IF la != 14.0 THEN defect != False,True
openstack,IF la = 14.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 6.385231481481482 AND app = 6.0 AND rrexp = 1604.0 THEN defect = False,IF la = 14.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 6.385231481481482 AND app = 6.0 AND rrexp = 1604.0 THEN defect = False,True,IF la != 14.0 THEN defect != False,IF la != 14.0 THEN defect != False,True
openstack,IF nrev = 16.0 AND rtime = 8.38267361111111 AND age = 0.4597371031746032 AND app = 5.0 AND rrexp = 3088.0 THEN defect = True,IF nrev = 16.0 AND rtime = 8.38267361111111 AND age = 0.4597371031746032 AND app = 5.0 AND rrexp = 3088.0 THEN defect = True,True,IF nrev != 16.0 THEN defect != True,IF nrev != 16.0 THEN defect != True,True
openstack,IF nrev = 16.0 AND rtime = 8.38267361111111 AND age = 0.4597371031746032 AND app = 5.0 AND rrexp = 3088.0 THEN defect = True,IF nrev = 16.0 AND rtime = 8.38267361111111 AND age = 0.4597371031746032 AND app = 5.0 AND rrexp = 3088.0 THEN defect = True,True,IF nrev != 16.0 THEN defect != True,IF nrev != 16.0 THEN defect != True,True
openstack,IF la = 0.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 1.0170486111111112 AND app = 4.0 AND rrexp = 681.0 THEN defect = False,IF la = 0.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 1.0170486111111112 AND app = 4.0 AND rrexp = 681.0 THEN defect = False,True,IF la != 0.0 THEN defect != False,IF la != 0.0 THEN defect != False,True
openstack,IF la = 0.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 1.0170486111111112 AND app = 4.0 AND rrexp = 681.0 THEN defect = False,IF la = 0.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 1.0170486111111112 AND app = 4.0 AND rrexp = 681.0 THEN defect = False,True,IF la != 0.0 THEN defect != False,IF la != 0.0 THEN defect != False,True
