dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,"{'0': 0.08401204827139377, '4': 0.05251639995155584, '6': 0.0009508163131993804, '7': 0.010154213655109332, '8': 0.01770856828889536, '10': 0.004997561755589492, '11': 0.014838449474395157, '12': 0.006802524450365459, '1': 0.008977728941635545, '2': 0.026546488026728522, '3': 0.007978263059439428, '5': 0.01564570913311285, '9': 0.01956080602454506}","[0.08401204827139377, 0.05251639995155584, 0.0009508163131993804, 0.010154213655109332, 0.01770856828889536, 0.004997561755589492, 0.014838449474395157, 0.006802524450365459]","{'0': 0.08462953827082094, '4': 0.047212792483038384, '6': 0.0017110088349706154, '7': 0.005026301127192084, '8': 0.017274860812253125, '10': 0.005084105723604053, '11': 0.022750729452072013, '12': 0.00956434585951307, '1': 0.004474773821951904, '2': 0.013712494521491977, '3': 0.004635087422718324, '5': 0.020127953006850795, '9': 0.017912249253717812}","[0.08462953827082094, 0.047212792483038384, 0.0017110088349706154, 0.005026301127192084, 0.017274860812253125, 0.005084105723604053, 0.022750729452072013, 0.00956434585951307]",False
openstack,"{'0': 0.08673919810306398, '3': 0.019809197719397185, '4': 0.054700475644434136, '6': 0.00039199996328509256, '7': 0.007148006313654442, '8': 0.01918671866206135, '10': 0.007306872930234469, '11': 0.018651217658089355, '12': 0.008164955724910423, '1': 0.00331299591476655, '2': 0.01807204328984829, '5': 0.021339958214450505, '9': 0.008459448170055405}","[0.08673919810306398, 0.019809197719397185, 0.054700475644434136, 0.00039199996328509256, 0.007148006313654442, 0.01918671866206135, 0.007306872930234469, 0.018651217658089355, 0.008164955724910423]","{'0': 0.0807268105521507, '3': 0.01708051799937026, '4': 0.053758823288726325, '7': 0.009547152715412236, '8': 0.009732893008393617, '10': 0.00563791456729127, '11': 0.01551551121660286, '12': 0.005718747060320153, '1': 0.005585096135293691, '2': 0.013568309773214774, '5': 0.02036449936741187, '6': 0.005193809377621373, '9': 0.010886268738980963}","[0.0807268105521507, 0.01708051799937026, 0.053758823288726325, 0.009547152715412236, 0.009732893008393617, 0.00563791456729127, 0.01551551121660286, 0.005718747060320153]",False
openstack,"{'0': 0.08449919876886047, '3': 0.022951797903441, '4': 0.05555560816737201, '7': 0.00673832834051837, '8': 0.01635735980004391, '10': 0.009672142350908306, '11': 0.017778404885336545, '12': 0.006621776726644011, '1': 0.0009344973082579546, '2': 0.019805497519149402, '5': 0.01637508986895757, '6': 0.0020239104897771744, '9': 0.008105585770981917}","[0.08449919876886047, 0.022951797903441, 0.05555560816737201, 0.00673832834051837, 0.01635735980004391, 0.009672142350908306, 0.017778404885336545, 0.006621776726644011]","{'0': 0.07783851780805837, '3': 0.02320156571816257, '4': 0.051375654279292846, '7': 0.009093245324396617, '8': 0.018418015756897034, '10': 0.015713925672319048, '11': 0.02156043598265919, '12': 0.011269378544078825, '1': 0.0024763169957602985, '2': 0.018757883641367556, '5': 0.014777302827432144, '6': 0.001519282962702779, '9': 0.010535018583816357}","[0.07783851780805837, 0.02320156571816257, 0.051375654279292846, 0.009093245324396617, 0.018418015756897034, 0.015713925672319048, 0.02156043598265919, 0.011269378544078825]",False
openstack,"{'0': 0.08351224405072336, '3': 0.01549577444926457, '4': 0.05672860870057534, '6': 0.0016879566015307363, '7': 0.010282024055344995, '8': 0.012284973842997806, '10': 0.003668615464561988, '11': 0.019637618378447966, '12': 0.009548373177607544, '1': 0.005053531227735822, '2': 0.016086125208465078, '5': 0.01699505844086719, '9': 0.017750484379266095}","[0.08351224405072336, 0.01549577444926457, 0.05672860870057534, 0.0016879566015307363, 0.010282024055344995, 0.012284973842997806, 0.003668615464561988, 0.019637618378447966, 0.009548373177607544]","{'0': 0.07708057467833233, '3': 0.02220955800801229, '4': 0.0549976908249608, '7': 0.00805006657924541, '8': 0.013307848748055861, '10': 0.004749675015880726, '11': 0.01638071234964027, '12': 0.004944781491149015, '1': 0.002409392326881885, '2': 0.01694633937506282, '5': 0.018046766945443563, '6': 0.003262570337640231, '9': 0.012534553632576467}","[0.07708057467833233, 0.02220955800801229, 0.0549976908249608, 0.00805006657924541, 0.013307848748055861, 0.004749675015880726, 0.01638071234964027, 0.004944781491149015]",False
openstack,"{'0': 0.07869762247693501, '1': 0.0003799488676507073, '3': 0.023061203674761662, '4': 0.054930478814540676, '7': 0.009688729117793546, '8': 0.014225846666996672, '10': 0.004343878357537918, '11': 0.02177113297123839, '12': 0.005457357105183655, '2': 0.018224101495858798, '5': 0.019695541403345812, '6': 0.0035078927554014045, '9': 0.008321099182544114}","[0.07869762247693501, 0.0003799488676507073, 0.023061203674761662, 0.054930478814540676, 0.009688729117793546, 0.014225846666996672, 0.004343878357537918, 0.02177113297123839, 0.005457357105183655]","{'0': 0.08043815725137388, '3': 0.015450845016308055, '4': 0.05331227615665861, '6': 0.0005966132781065844, '7': 0.012324279881274361, '8': 0.012860251559647234, '10': 0.010674389826683643, '11': 0.021638468316233825, '12': 0.0027791413951581763, '1': 0.00403352733597349, '2': 0.01991871398863048, '5': 0.013760679355185596, '9': 0.0068824809418389045}","[0.08043815725137388, 0.015450845016308055, 0.05331227615665861, 0.0005966132781065844, 0.012324279881274361, 0.012860251559647234, 0.010674389826683643, 0.021638468316233825, 0.0027791413951581763]",False
openstack,"{'0': 0.08077534152484969, '3': 0.0015558005856086726, '4': 0.05481624626530739, '7': 0.004609056242067255, '8': 0.01936138584156448, '10': 0.0012130221517387934, '11': 0.01082248324909911, '12': 0.008400978854517396, '1': 0.022791429328371804, '2': 0.015292122381182926, '5': 0.022718268923292276, '6': 0.0017493583128592555, '9': 0.04080152686793757}","[0.08077534152484969, 0.0015558005856086726, 0.05481624626530739, 0.004609056242067255, 0.01936138584156448, 0.0012130221517387934, 0.01082248324909911, 0.008400978854517396]","{'0': 0.08715260545869817, '3': 0.0021201463954591865, '4': 0.05222196485684341, '7': 0.0003220773944071354, '8': 0.01747103375850786, '11': 0.015921317503017042, '12': 0.007950986382820477, '1': 0.009247548609985926, '2': 0.02106498388848639, '5': 0.019772085172450937, '6': 0.00014960913034592964, '9': 0.03529433000203475, '10': 0.004102747052330338}","[0.08715260545869817, 0.0021201463954591865, 0.05222196485684341, 0.0003220773944071354, 0.01747103375850786, 0.015921317503017042, 0.007950986382820477]",False
openstack,"{'0': 0.08313299455110719, '4': 0.04147726205424912, '6': 0.0020182076863357874, '7': 0.010109584826370374, '8': 0.015331297367117276, '9': 0.0006308849434042154, '10': 0.010101349019262571, '11': 0.018438415847181748, '12': 0.004616722788535236, '1': 0.004267188644028958, '2': 0.019234471194528063, '3': 0.008884308771478873, '5': 0.011851955388196066}","[0.08313299455110719, 0.04147726205424912, 0.0020182076863357874, 0.010109584826370374, 0.015331297367117276, 0.0006308849434042154, 0.010101349019262571, 0.018438415847181748, 0.004616722788535236]","{'0': 0.08814646311767456, '4': 0.043613967734184515, '7': 0.011568917313685288, '8': 0.025204842946909535, '9': 0.004334884561335564, '10': 0.006953892358610872, '11': 0.0192728853577189, '12': 0.001732267560711126, '1': 0.01197554817555252, '2': 0.02005234129708684, '3': 0.009431403910604777, '5': 0.010018958486270126, '6': 0.0026041185695839042}","[0.08814646311767456, 0.043613967734184515, 0.011568917313685288, 0.025204842946909535, 0.004334884561335564, 0.006953892358610872, 0.0192728853577189, 0.001732267560711126]",False
openstack,"{'0': 0.08708689712638652, '4': 0.052010593568064166, '7': 0.009370964299822345, '8': 0.01831229975348581, '10': 0.0059657849471175355, '11': 0.020705117182228464, '12': 0.0022184934717102947, '1': 0.00015581662406537707, '2': 0.015713007516666135, '3': 0.010308783745418593, '5': 0.0175837637006685, '6': 0.0013322891684857683, '9': 0.005142443318547161}","[0.08708689712638652, 0.052010593568064166, 0.009370964299822345, 0.01831229975348581, 0.0059657849471175355, 0.020705117182228464, 0.0022184934717102947]","{'0': 0.08771932591184284, '4': 0.048098237773225964, '7': 0.006090418811823656, '8': 0.017684195741189904, '10': 0.005633584579898739, '11': 0.016883838843427805, '1': 0.0023911326613173596, '2': 0.013088178642821554, '3': 0.0035892090004620326, '5': 0.013551224552554975, '6': 0.0021348146446474392, '9': 0.009075545800860342, '12': 0.000797066728536533}","[0.08771932591184284, 0.048098237773225964, 0.006090418811823656, 0.017684195741189904, 0.005633584579898739, 0.016883838843427805]",False
openstack,"{'0': 0.07754696342873388, '4': 0.051608914035289305, '7': 0.006813251616308744, '8': 0.020310586642987228, '10': 0.010867505003282282, '11': 0.01897966380940619, '12': 0.002318703487182854, '1': 0.003729494655558568, '2': 0.017747433013202498, '3': 0.009161610320776848, '5': 0.01638846500186674, '6': 0.004506014667668311, '9': 0.0033204105928367716}","[0.07754696342873388, 0.051608914035289305, 0.006813251616308744, 0.020310586642987228, 0.010867505003282282, 0.01897966380940619, 0.002318703487182854]","{'0': 0.08044470929172971, '4': 0.05070425044161997, '6': 0.0018940756792993464, '7': 0.007903380104281928, '8': 0.020701641178589365, '10': 0.009453629185717929, '11': 0.017043638651999662, '12': 0.006825877890070542, '1': 0.0032657326959360986, '2': 0.016779694757165464, '3': 0.005272438164655164, '5': 0.011817229781790284, '9': 0.005569705733316884}","[0.08044470929172971, 0.05070425044161997, 0.0018940756792993464, 0.007903380104281928, 0.020701641178589365, 0.009453629185717929, 0.017043638651999662, 0.006825877890070542]",False
openstack,"{'0': 0.080338354465051, '4': 0.026213917595385123, '6': 0.0019491579459655296, '8': 0.02737584945141511, '10': 0.002690237706576952, '11': 0.020491145341089437, '12': 0.007524865872004638, '1': 0.007333145253358521, '2': 0.02225718829100577, '3': 0.007893563114611092, '5': 0.020915934278364606, '7': 0.0014983419476630785, '9': 0.00815588791598795}","[0.080338354465051, 0.026213917595385123, 0.0019491579459655296, 0.02737584945141511, 0.002690237706576952, 0.020491145341089437, 0.007524865872004638]","{'0': 0.0829668146973057, '4': 0.022428590329058837, '6': 0.00390765008856506, '7': 0.0015476784741655075, '8': 0.020756366423295577, '10': 0.006695470962835719, '11': 0.019597323777451672, '12': 0.005637521009877601, '1': 0.003603943837445013, '2': 0.02402248503658162, '3': 0.002663327638184442, '5': 0.014284245796305661, '9': 0.002292441640328801}","[0.0829668146973057, 0.022428590329058837, 0.00390765008856506, 0.0015476784741655075, 0.020756366423295577, 0.006695470962835719, 0.019597323777451672, 0.005637521009877601]",False
openstack,"{'0': 0.08438151995425279, '4': 0.04951599404512725, '7': 0.007324120086431008, '8': 0.02328965855165565, '9': 0.0046065583899742675, '10': 0.011598422376915, '11': 0.022160697619000462, '12': 0.00952509056929832, '1': 0.0028679506208040603, '2': 0.015569466128997764, '3': 0.0008569797635422804, '5': 0.015539213535333714, '6': 0.003995255328598708}","[0.08438151995425279, 0.04951599404512725, 0.007324120086431008, 0.02328965855165565, 0.0046065583899742675, 0.011598422376915, 0.022160697619000462, 0.00952509056929832]","{'0': 0.08407618049495527, '3': 0.00024801655734459674, '4': 0.04443636912242403, '7': 0.0029978900885491893, '8': 0.02740155546987776, '9': 0.006513417861827746, '10': 0.006602940836339431, '11': 0.012733517013085132, '12': 0.011835809041803745, '1': 0.004999558487090349, '2': 0.015506967716367975, '5': 0.01392628677640442, '6': 0.010187175562202007}","[0.08407618049495527, 0.00024801655734459674, 0.04443636912242403, 0.0029978900885491893, 0.02740155546987776, 0.006513417861827746, 0.006602940836339431, 0.012733517013085132, 0.011835809041803745]",False
openstack,"{'0': 0.08739148956623488, '4': 0.04530129187080118, '7': 0.01117506265259763, '8': 0.02080305564219957, '10': 0.006413141879796054, '11': 0.01932055432568745, '1': 0.006978609852447124, '2': 0.022095550670436795, '3': 0.007670396479222388, '5': 0.019461577040090737, '6': 0.0025344742469237953, '9': 0.0055848863646120826, '12': 0.0009174335587238194}","[0.08739148956623488, 0.04530129187080118, 0.01117506265259763, 0.02080305564219957, 0.006413141879796054, 0.01932055432568745]","{'0': 0.08493832595138279, '4': 0.04670123958584671, '6': 0.002575988174997989, '7': 0.009204538519239516, '8': 0.020341029632669226, '10': 0.0053663538461967255, '11': 0.01740034136974125, '12': 0.003001398021967789, '1': 0.008054742375153533, '2': 0.020289967837624403, '3': 0.006022423575489595, '5': 0.014450164436886868, '9': 0.007718308323604435}","[0.08493832595138279, 0.04670123958584671, 0.002575988174997989, 0.009204538519239516, 0.020341029632669226, 0.0053663538461967255, 0.01740034136974125, 0.003001398021967789]",False
openstack,"{'0': 0.08226871418324633, '3': 0.0015244502661540009, '4': 0.05239602813170324, '6': 0.00011810374806732044, '7': 0.015057264857640364, '8': 0.01795310374946782, '10': 0.010670422947338302, '11': 0.01707266385845621, '12': 0.004769042347562962, '1': 0.0018584320480625677, '2': 0.022765666606186417, '5': 0.017636465573528954, '9': 0.002014760620233041}","[0.08226871418324633, 0.0015244502661540009, 0.05239602813170324, 0.00011810374806732044, 0.015057264857640364, 0.01795310374946782, 0.010670422947338302, 0.01707266385845621, 0.004769042347562962]","{'0': 0.08717828830209351, '3': 0.013067327372371701, '4': 0.05580520152240382, '7': 0.006124313319880867, '8': 0.021118924099456645, '9': 0.0013833103531526625, '10': 0.007230347016166123, '11': 0.016224707972256624, '12': 0.002210120549151783, '1': 0.0033655211310402245, '2': 0.015461044548428449, '5': 0.017525762690433506, '6': 0.0023119000356729355}","[0.08717828830209351, 0.013067327372371701, 0.05580520152240382, 0.006124313319880867, 0.021118924099456645, 0.0013833103531526625, 0.007230347016166123, 0.016224707972256624, 0.002210120549151783]",False
openstack,"{'0': 0.08848957716714854, '4': 0.06301252905082563, '7': 0.01072085889280118, '8': 0.017435395302795774, '10': 0.012622937607151533, '11': 0.00932867703956046, '12': 0.007510338619760531, '1': 0.004157858679897049, '2': 0.01612735333518527, '3': 0.001278707367106203, '5': 0.019281066640680983, '6': 0.004307518627929974, '9': 0.01049710328812319}","[0.08848957716714854, 0.06301252905082563, 0.01072085889280118, 0.017435395302795774, 0.012622937607151533, 0.00932867703956046, 0.007510338619760531]","{'0': 0.08275893610962544, '4': 0.0544568144436724, '7': 0.008017283734171125, '8': 0.024354057304859598, '10': 0.004357494245611486, '11': 0.018029868596277834, '12': 0.0056038015362267594, '1': 0.007002467484817877, '2': 0.0195406118733403, '3': 0.0008237272241580859, '5': 0.015030065054376141, '6': 0.0029111358849720982, '9': 0.013694256656626276}","[0.08275893610962544, 0.0544568144436724, 0.008017283734171125, 0.024354057304859598, 0.004357494245611486, 0.018029868596277834, 0.0056038015362267594]",False
openstack,"{'0': 0.07940241956649975, '3': 0.01673054259630917, '4': 0.04648514328074697, '6': 0.00136137644150474, '7': 0.012447777543867543, '8': 0.02035872673018628, '10': 0.006711361534977455, '11': 0.022942600812832514, '12': 0.008833237275852151, '1': 0.0064227398885507644, '2': 0.014386624663805704, '5': 0.016070989856864098, '9': 0.007837799403554356}","[0.07940241956649975, 0.01673054259630917, 0.04648514328074697, 0.00136137644150474, 0.012447777543867543, 0.02035872673018628, 0.006711361534977455, 0.022942600812832514, 0.008833237275852151]","{'0': 0.08221971064943465, '3': 0.020397825406180112, '4': 0.054631417678809274, '6': 0.002690422790177497, '7': 0.015048867207758186, '8': 0.021409445914170645, '10': 0.006147853087167533, '11': 0.015109205091770538, '12': 0.009625755833283341, '1': 0.0032066196884818535, '2': 0.015840328663432105, '5': 0.014975088433490798, '9': 0.006024508033912848}","[0.08221971064943465, 0.020397825406180112, 0.054631417678809274, 0.002690422790177497, 0.015048867207758186, 0.021409445914170645, 0.006147853087167533, 0.015109205091770538, 0.009625755833283341]",False
openstack,"{'0': 0.08239779047384557, '3': 0.020488329241108643, '4': 0.04790777411851004, '6': 0.0017068119519544104, '7': 0.005938836920706976, '8': 0.014085897941103967, '10': 0.0033892625873358923, '11': 0.02073618540765922, '12': 0.004879826127537464, '1': 0.005240842705457217, '2': 0.016573411581484183, '5': 0.01594683787616954, '9': 0.010524463479648647}","[0.08239779047384557, 0.020488329241108643, 0.04790777411851004, 0.0017068119519544104, 0.005938836920706976, 0.014085897941103967, 0.0033892625873358923, 0.02073618540765922, 0.004879826127537464]","{'0': 0.08285110768744225, '3': 0.014895810147072938, '4': 0.046931082403886194, '6': 0.003945932318257277, '7': 0.0077125298919474795, '8': 0.017180601168944695, '10': 0.0036457737548932084, '11': 0.0172767451415221, '12': 0.007361824376436528, '1': 0.0005468969757296834, '2': 0.01329429875049055, '5': 0.017594710441688262, '9': 0.002263587681702256}","[0.08285110768744225, 0.014895810147072938, 0.046931082403886194, 0.003945932318257277, 0.0077125298919474795, 0.017180601168944695, 0.0036457737548932084, 0.0172767451415221, 0.007361824376436528]",False
