dataset,axp0,axp1,axpsame,cxp0,cxp1,cxpsame
openstack,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 15.0 AND age = 1.6420833333333331 AND app = 4.0 THEN defect = False,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 15.0 AND age = 1.6420833333333331 AND app = 4.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 15.0 AND age = 1.6420833333333331 AND app = 4.0 THEN defect = False,IF la = 1.0 AND ent = 0.0 AND nrev = 1.0 AND ndev = 15.0 AND age = 1.6420833333333331 AND app = 4.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 71.0 AND ent = 0.0 AND nrev = 3.0 AND age = 1.106886574074074 AND app = 3.0 AND rrexp = 888.0 AND asawr = 0.0023696682464454 THEN defect = False,IF la = 71.0 AND ent = 0.0 AND nrev = 3.0 AND age = 1.106886574074074 AND app = 3.0 AND rrexp = 888.0 AND asawr = 0.0023696682464454 THEN defect = False,True,IF la != 71.0 THEN defect != False,IF la != 71.0 THEN defect != False,True
openstack,IF la = 71.0 AND ent = 0.0 AND nrev = 3.0 AND age = 1.106886574074074 AND app = 3.0 AND rrexp = 888.0 AND asawr = 0.0023696682464454 THEN defect = False,IF la = 71.0 AND ent = 0.0 AND nrev = 3.0 AND age = 1.106886574074074 AND app = 3.0 AND rrexp = 888.0 AND asawr = 0.0023696682464454 THEN defect = False,True,IF la != 71.0 THEN defect != False,IF la != 71.0 THEN defect != False,True
openstack,IF la = 7.0 AND nd = 2.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 THEN defect = False,IF la = 7.0 AND nd = 2.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 THEN defect = False,True,IF nrev != 3.0 THEN defect != False,IF nrev != 3.0 THEN defect != False,True
openstack,IF la = 7.0 AND nd = 2.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 THEN defect = False,IF la = 7.0 AND nd = 2.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rtime = 25.52989583333333 AND app = 9.0 THEN defect = False,True,IF nrev != 3.0 THEN defect != False,IF nrev != 3.0 THEN defect != False,True
openstack,IF la = 397.0 AND nd = 2.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rtime = 18.87850694444444 AND ndev = 13.0 AND app = 1.0 AND asawr = 0.0023446658851113 AND rsawr = 0.835873388042204 THEN defect = False,IF la = 397.0 AND nd = 2.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rtime = 18.87850694444444 AND ndev = 13.0 AND app = 1.0 AND asawr = 0.0023446658851113 AND rsawr = 0.835873388042204 THEN defect = False,True,IF ent != 0.9987849008387586 THEN defect != False,IF ent != 0.9987849008387586 THEN defect != False,True
openstack,IF la = 397.0 AND nd = 2.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rtime = 18.87850694444444 AND ndev = 13.0 AND app = 1.0 AND asawr = 0.0023446658851113 AND rsawr = 0.835873388042204 THEN defect = False,IF la = 397.0 AND nd = 2.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rtime = 18.87850694444444 AND ndev = 13.0 AND app = 1.0 AND asawr = 0.0023446658851113 AND rsawr = 0.835873388042204 THEN defect = False,True,IF ent != 0.9987849008387586 THEN defect != False,IF ent != 0.9987849008387586 THEN defect != False,True
openstack,IF la = 6.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 THEN defect = False,IF la = 6.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 6.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 THEN defect = False,IF la = 6.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rtime = 3.0977314814814814 AND app = 3.0 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 9.0 AND ent = 0.9115339911368304 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 AND asawr = 0.01 THEN defect = False,IF la = 9.0 AND ent = 0.9115339911368304 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 AND asawr = 0.01 THEN defect = False,True,IF la != 9.0 THEN defect != False,IF la != 9.0 THEN defect != False,True
openstack,IF la = 9.0 AND ent = 0.9115339911368304 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 AND asawr = 0.01 THEN defect = False,IF la = 9.0 AND ent = 0.9115339911368304 AND nrev = 4.0 AND rtime = 5.921979166666667 AND app = 2.0 AND rrexp = 426.0 AND asawr = 0.01 THEN defect = False,True,IF la != 9.0 THEN defect != False,IF la != 9.0 THEN defect != False,True
openstack,IF la = 70.0 AND nd = 8.0 AND nrev = 22.0 AND ndev = 192.0 AND app = 2.0 AND rrexp = 1942.0 AND asawr = 0.1521700931295027 AND rsawr = 0.3626779124934106 THEN defect = False,IF la = 70.0 AND nd = 8.0 AND nrev = 22.0 AND ndev = 192.0 AND app = 2.0 AND rrexp = 1942.0 AND asawr = 0.1521700931295027 AND rsawr = 0.3626779124934106 THEN defect = False,True,IF la != 70.0 THEN defect != False,IF la != 70.0 THEN defect != False,True
openstack,IF la = 70.0 AND nd = 8.0 AND nrev = 22.0 AND ndev = 192.0 AND app = 2.0 AND rrexp = 1942.0 AND asawr = 0.1521700931295027 AND rsawr = 0.3626779124934106 THEN defect = False,IF la = 70.0 AND nd = 8.0 AND nrev = 22.0 AND ndev = 192.0 AND app = 2.0 AND rrexp = 1942.0 AND asawr = 0.1521700931295027 AND rsawr = 0.3626779124934106 THEN defect = False,True,IF la != 70.0 THEN defect != False,IF la != 70.0 THEN defect != False,True
openstack,IF la = 13.0 AND nrev = 7.0 AND ndev = 72.0 AND age = 0.030636574074074 AND app = 1.0 AND asawr = 0.1501227639424763 AND rsawr = 0.1501227639424763 THEN defect = False,IF la = 13.0 AND nrev = 7.0 AND ndev = 72.0 AND age = 0.030636574074074 AND app = 1.0 AND asawr = 0.1501227639424763 AND rsawr = 0.1501227639424763 THEN defect = False,True,IF la != 13.0 THEN defect != False,IF la != 13.0 THEN defect != False,True
openstack,IF la = 13.0 AND nrev = 7.0 AND ndev = 72.0 AND age = 0.030636574074074 AND app = 1.0 AND asawr = 0.1501227639424763 AND rsawr = 0.1501227639424763 THEN defect = False,IF la = 13.0 AND nrev = 7.0 AND ndev = 72.0 AND age = 0.030636574074074 AND app = 1.0 AND asawr = 0.1501227639424763 AND rsawr = 0.1501227639424763 THEN defect = False,True,IF la != 13.0 THEN defect != False,IF la != 13.0 THEN defect != False,True
openstack,IF la = 36.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND app = 3.0 AND rrexp = 886.0 AND rsawr = 0.9419279907084784 THEN defect = False,IF la = 36.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND app = 3.0 AND rrexp = 886.0 AND rsawr = 0.9419279907084784 THEN defect = False,True,IF la != 36.0 THEN defect != False,IF la != 36.0 THEN defect != False,True
openstack,IF la = 36.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND app = 3.0 AND rrexp = 886.0 AND rsawr = 0.9419279907084784 THEN defect = False,IF la = 36.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND rtime = 8.07101851851852 AND ndev = 12.0 AND app = 3.0 AND rrexp = 886.0 AND rsawr = 0.9419279907084784 THEN defect = False,True,IF la != 36.0 THEN defect != False,IF la != 36.0 THEN defect != False,True
openstack,IF la = 2.0 AND ent = 0.5032583347756457 AND nrev = 3.0 AND rtime = 3.176840277777778 AND app = 2.0 AND rrexp = 796.0 AND rsawr = 0.8435689455388181 THEN defect = False,IF la = 2.0 AND ent = 0.5032583347756457 AND nrev = 3.0 AND rtime = 3.176840277777778 AND app = 2.0 AND rrexp = 796.0 AND rsawr = 0.8435689455388181 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 2.0 AND ent = 0.5032583347756457 AND nrev = 3.0 AND rtime = 3.176840277777778 AND app = 2.0 AND rrexp = 796.0 AND rsawr = 0.8435689455388181 THEN defect = False,IF la = 2.0 AND ent = 0.5032583347756457 AND nrev = 3.0 AND rtime = 3.176840277777778 AND app = 2.0 AND rrexp = 796.0 AND rsawr = 0.8435689455388181 THEN defect = False,True,IF la != 2.0 THEN defect != False,IF la != 2.0 THEN defect != False,True
openstack,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND ndev = 56.0 AND age = 10.452708333333334 AND app = 4.0 AND asawr = 0.619625137816979 THEN defect = False,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND ndev = 56.0 AND age = 10.452708333333334 AND app = 4.0 AND asawr = 0.619625137816979 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND ndev = 56.0 AND age = 10.452708333333334 AND app = 4.0 AND asawr = 0.619625137816979 THEN defect = False,IF la = 117.0 AND nd = 5.0 AND nrev = 2.0 AND rtime = 2.535347222222222 AND ndev = 56.0 AND age = 10.452708333333334 AND app = 4.0 AND asawr = 0.619625137816979 THEN defect = False,True,IF nrev != 2.0 THEN defect != False,IF nrev != 2.0 THEN defect != False,True
openstack,IF la = 0.0 AND ent = 0.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND app = 3.0 AND rrexp = 2064.0 THEN defect = False,IF la = 0.0 AND ent = 0.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND app = 3.0 AND rrexp = 2064.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 0.0 AND ent = 0.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND app = 3.0 AND rrexp = 2064.0 THEN defect = False,IF la = 0.0 AND ent = 0.0 AND nrev = 5.0 AND rtime = 2.522222222222222 AND app = 3.0 AND rrexp = 2064.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 4.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND app = 3.0 AND rsawr = 0.3878227494766225 THEN defect = False,IF la = 4.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND app = 3.0 AND rsawr = 0.3878227494766225 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 4.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND app = 3.0 AND rsawr = 0.3878227494766225 THEN defect = False,IF la = 4.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 3.7395833333333335 AND app = 3.0 AND rsawr = 0.3878227494766225 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF ent = 0.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND age = 0.0043171296296296 AND app = 4.0 AND rsawr = 0.5494505494505495 THEN defect = False,IF ent = 0.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND age = 0.0043171296296296 AND app = 4.0 AND rsawr = 0.5494505494505495 THEN defect = False,True,IF ent != 0.0 AND age != 0.0043171296296296 THEN defect != False,IF ent != 0.0 AND age != 0.0043171296296296 THEN defect != False,True
openstack,IF ent = 0.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND age = 0.0043171296296296 AND app = 4.0 AND rsawr = 0.5494505494505495 THEN defect = False,IF ent = 0.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND age = 0.0043171296296296 AND app = 4.0 AND rsawr = 0.5494505494505495 THEN defect = False,True,IF ent != 0.0 AND age != 0.0043171296296296 THEN defect != False,IF ent != 0.0 AND age != 0.0043171296296296 THEN defect != False,True
openstack,IF la = 3.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND app = 5.0 AND rrexp = 2980.0 THEN defect = False,IF la = 3.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND app = 5.0 AND rrexp = 2980.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 3.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND app = 5.0 AND rrexp = 2980.0 THEN defect = False,IF la = 3.0 AND ent = 0.0 AND nrev = 3.0 AND rtime = 2.524027777777778 AND app = 5.0 AND rrexp = 2980.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 1.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND app = 1.0 AND rsawr = 0.1532567049808429 THEN defect = False,IF la = 1.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND app = 1.0 AND rsawr = 0.1532567049808429 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 1.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND app = 1.0 AND rsawr = 0.1532567049808429 THEN defect = False,IF la = 1.0 AND ent = 0.0 AND nrev = 8.0 AND rtime = 2.943738425925926 AND app = 1.0 AND rsawr = 0.1532567049808429 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
openstack,IF la = 2.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND app = 3.0 AND rrexp = 2350.0 THEN defect = False,IF la = 2.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND app = 3.0 AND rrexp = 2350.0 THEN defect = False,True,IF ent != 0.0 THEN defect != False,IF ent != 0.0 THEN defect != False,True
