dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF ns = 1.0 AND ent = 0.7871265862012691 AND nrev = 7.0 AND age = 0.030636574074074 AND app = 1.0 AND rsawr = 0.1501227639424763 THEN defect = True,"[0.0180896231475855, 0.042777233393285784, 0.39492543897509463, 0.13433082083781117, 0.37885046529710437, 0.0042259367389038075]",IF ns = 1.0 AND ent = 0.7871265862012691 AND nrev = 7.0 AND age = 0.030636574074074 AND app = 1.0 AND rsawr = 0.1501227639424763 THEN defect = True,"[0.0180896231475855, 0.042777233393285784, 0.39492543897509463, 0.13433082083781117, 0.37885046529710437, 0.0042259367389038075]",True
openstack,IF ns = 1.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND self = 0.0 AND ndev = 12.0 AND age = 1.6317592592592591 AND app = 3.0 AND asawr = 0.1056910569105691 THEN defect = True,"[0.0180896231475855, 0.0658978078945643, 0.6238677224389175, 0.0009339256458811051, 0.018519589913717206, 0.11286281077265167, 0.009240255251148854, 0.00017119781563207804]",IF ns = 1.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND self = 0.0 AND ndev = 12.0 AND age = 1.6317592592592591 AND app = 3.0 AND asawr = 0.1056910569105691 THEN defect = True,"[0.0180896231475855, 0.0658978078945643, 0.6238677224389175, 0.0009339256458811051, 0.018519589913717206, 0.11286281077265167, 0.009240255251148854, 0.00017119781563207804]",True
openstack,IF la = 2.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 3.176840277777778 AND rrexp = 796.0 AND rsawr = 0.8435689455388181 THEN defect = False,"[0.05160400798849789, 0.00828485271794844, 0.06295912795255129, 0.04369319523122735, 0.07635102170556533, 0.004168252094726636]",IF la = 2.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 3.176840277777778 AND rrexp = 796.0 AND rsawr = 0.8435689455388181 THEN defect = False,"[0.05160400798849789, 0.00828485271794844, 0.06295912795255129, 0.04369319523122735, 0.07635102170556533, 0.004168252094726636]",True
openstack,IF nrev = 2.0 AND rtime = 2.535347222222222 AND ndev = 56.0 AND age = 10.452708333333334 AND app = 4.0 AND asawr = 0.619625137816979 THEN defect = False,"[0.17743026968446277, 0.042222520282685416, 0.016423032564994503, 0.005409339924269635, 0.1755648497718289, 0.004928570273771567]",IF nrev = 2.0 AND rtime = 2.535347222222222 AND ndev = 56.0 AND age = 10.452708333333334 AND app = 4.0 AND asawr = 0.619625137816979 THEN defect = False,"[0.17743026968446277, 0.042222520282685416, 0.016423032564994503, 0.005409339924269635, 0.1755648497718289, 0.004928570273771567]",True
openstack,IF ns = 1.0 AND nrev = 5.0 AND self = 0.0 AND ndev = 11.0 AND age = 0.0031018518518518 AND app = 3.0 AND rrexp = 2064.0 AND rsawr = 0.3866060500087427 THEN defect = True,"[0.0180896231475855, 0.16598315551127166, 0.0009339256458811051, 0.019313740424597017, 0.13470000909507435, 0.009240255251148854, 0.45790810043259933, 0.0013632987838314487]",IF ns = 1.0 AND nrev = 5.0 AND self = 0.0 AND ndev = 11.0 AND age = 0.0031018518518518 AND app = 3.0 AND rrexp = 2064.0 AND rsawr = 0.3866060500087427 THEN defect = True,"[0.0180896231475855, 0.16598315551127166, 0.0009339256458811051, 0.019313740424597017, 0.13470000909507435, 0.009240255251148854, 0.45790810043259933, 0.0013632987838314487]",True
openstack,IF ns = 1.0 AND nrev = 8.0 AND self = 0.0 AND app = 3.0 AND rrexp = 2076.0 AND rsawr = 0.3878227494766225 THEN defect = True,"[0.0180896231475855, 0.5093965807070061, 0.0009339256458811051, 0.009240255251148854, 0.46296418045283433, 0.0013485705967590947]",IF ns = 1.0 AND nrev = 8.0 AND self = 0.0 AND app = 3.0 AND rrexp = 2076.0 AND rsawr = 0.3878227494766225 THEN defect = True,"[0.0180896231475855, 0.5093965807070061, 0.0009339256458811051, 0.009240255251148854, 0.46296418045283433, 0.0013485705967590947]",True
openstack,IF la = 7.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND app = 4.0 AND rrexp = 831.0 AND rsawr = 0.5494505494505495 THEN defect = False,"[0.04692209835426654, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.07485030307069274, 0.1755648497718289, 0.06160412164654659, 0.0006079392373885742]",IF la = 7.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 16.76724537037037 AND app = 4.0 AND rrexp = 831.0 AND rsawr = 0.5494505494505495 THEN defect = False,"[0.04692209835426654, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.07485030307069274, 0.1755648497718289, 0.06160412164654659, 0.0006079392373885742]",True
openstack,IF ns = 1.0 AND self = 0.0 AND ndev = 17.0 AND rrexp = 2980.0 AND rsawr = 0.4250609968630184 THEN defect = True,"[0.0180896231475855, 0.0009339256458811051, 0.014548837359318147, 0.8438555419772041, 0.0008978003874902668]",IF ns = 1.0 AND self = 0.0 AND ndev = 17.0 AND rrexp = 2980.0 AND rsawr = 0.4250609968630184 THEN defect = True,"[0.0180896231475855, 0.0009339256458811051, 0.014548837359318147, 0.8438555419772041, 0.0008978003874902668]",True
openstack,IF ns = 1.0 AND nrev = 8.0 AND ndev = 15.0 AND age = 0.0692361111111111 AND app = 1.0 AND rsawr = 0.1532567049808429 THEN defect = True,"[0.0180896231475855, 0.5093965807070061, 0.01613713838107777, 0.1338132744578311, 0.37885046529710437, 0.0041880002795682695]",IF ns = 1.0 AND nrev = 8.0 AND ndev = 15.0 AND age = 0.0692361111111111 AND app = 1.0 AND rsawr = 0.1532567049808429 THEN defect = True,"[0.0180896231475855, 0.5093965807070061, 0.01613713838107777, 0.1338132744578311, 0.37885046529710437, 0.0041880002795682695]",True
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND ndev = 39.0 AND age = 26.835219907407406 THEN defect = False,"[0.05160400798849789, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.041195979881526346, 0.002922473880037706, 0.22506766256188598]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 2.0875810185185184 AND ndev = 39.0 AND age = 26.835219907407406 THEN defect = False,"[0.05160400798849789, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.041195979881526346, 0.002922473880037706, 0.22506766256188598]",True
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 1.023599537037037 AND age = 13.215578703703704 AND app = 4.0 AND rrexp = 670.0 AND rsawr = 0.8779342723004695 THEN defect = False,"[0.05160400798849789, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.03875671589109671, 0.04245417694310301, 0.1755648497718289, 0.1294398619180328, 0.004584245505351016]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 1.023599537037037 AND age = 13.215578703703704 AND app = 4.0 AND rrexp = 670.0 AND rsawr = 0.8779342723004695 THEN defect = False,"[0.05160400798849789, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.03875671589109671, 0.04245417694310301, 0.1755648497718289, 0.1294398619180328, 0.004584245505351016]",True
openstack,IF la = 14.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 6.385231481481482 AND app = 6.0 AND rsawr = 0.8644859813084113 THEN defect = False,"[0.040367424866342656, 0.00828485271794844, 0.06295912795255129, 0.05104869273434988, 0.5451750598177844, 0.004421453500617388]",IF la = 14.0 AND nd = 2.0 AND nrev = 3.0 AND rtime = 6.385231481481482 AND app = 6.0 AND rsawr = 0.8644859813084113 THEN defect = False,"[0.040367424866342656, 0.00828485271794844, 0.06295912795255129, 0.05104869273434988, 0.5451750598177844, 0.004421453500617388]",True
openstack,IF nd = 4.0 AND ns = 1.0 AND ent = 0.7806701469459729 AND nrev = 16.0 AND self = 0.0 AND age = 0.4597371031746032 AND rrexp = 3088.0 THEN defect = True,"[0.02297874244412116, 0.0180896231475855, 0.0420027449434223, 1.4251657145622978, 0.0009339256458811051, 0.128577398840277, 0.8893602621593191]",IF nd = 4.0 AND ns = 1.0 AND ent = 0.7806701469459729 AND nrev = 16.0 AND self = 0.0 AND age = 0.4597371031746032 AND rrexp = 3088.0 THEN defect = True,"[0.02297874244412116, 0.0180896231475855, 0.0420027449434223, 1.4251657145622978, 0.0009339256458811051, 0.128577398840277, 0.8893602621593191]",True
openstack,IF la = 0.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 1.0170486111111112 AND age = 21.355271990740743 AND app = 4.0 AND rrexp = 681.0 AND asawr = 0.3394495412844037 AND rsawr = 0.8761467889908257 THEN defect = False,"[0.05347677184219042, 0.00828485271794844, 0.17743026968446277, 0.038741697361175643, 0.15159198320259748, 0.1755648497718289, 0.12480512189948405, 0.002148387717856082, 0.004562607961102705]",IF la = 0.0 AND nd = 2.0 AND nrev = 2.0 AND rtime = 1.0170486111111112 AND age = 21.355271990740743 AND app = 4.0 AND rrexp = 681.0 AND asawr = 0.3394495412844037 AND rsawr = 0.8761467889908257 THEN defect = False,"[0.05347677184219042, 0.00828485271794844, 0.17743026968446277, 0.038741697361175643, 0.15159198320259748, 0.1755648497718289, 0.12480512189948405, 0.002148387717856082, 0.004562607961102705]",True
openstack,IF la = 4.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.8155902777777778 AND rrexp = 403.0 THEN defect = False,"[0.04973124413480535, 0.02391665029898324, 0.2919014114163742, 0.03827983776434531, 0.24193764236826149]",IF la = 4.0 AND nd = 1.0 AND nrev = 1.0 AND rtime = 0.8155902777777778 AND rrexp = 403.0 THEN defect = False,"[0.04973124413480535, 0.02391665029898324, 0.2919014114163742, 0.03827983776434531, 0.24193764236826149]",True
openstack,IF la = 197.0 AND nd = 3.0 AND ns = 1.0 AND ent = 0.8390900483631887 AND nrev = 21.0 AND self = 0.0 AND ndev = 20.0 AND app = 2.0 AND rsawr = 0.4722524483133841 THEN defect = True,"[0.13099046774652456, 0.007346944863086359, 0.0180896231475855, 0.04901056103224905, 1.9975214232218552, 0.0009339256458811051, 0.012166385826678713, 0.1940453602741266, 0.0003265463156954577]",IF la = 197.0 AND nd = 3.0 AND ns = 1.0 AND ent = 0.8390900483631887 AND nrev = 21.0 AND self = 0.0 AND ndev = 20.0 AND app = 2.0 AND rsawr = 0.4722524483133841 THEN defect = True,"[0.13099046774652456, 0.007346944863086359, 0.0180896231475855, 0.04901056103224905, 1.9975214232218552, 0.0009339256458811051, 0.012166385826678713, 0.1940453602741266, 0.0003265463156954577]",True
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 1.102199074074074 AND age = 22.06195601851852 AND rrexp = 357.0 THEN defect = False,"[0.05160400798849789, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.038936911715644264, 0.16106727198689577, 0.26131928244582897]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rtime = 1.102199074074074 AND age = 22.06195601851852 AND rrexp = 357.0 THEN defect = False,"[0.05160400798849789, 0.02391665029898324, 0.05164330174816878, 0.2919014114163742, 0.038936911715644264, 0.16106727198689577, 0.26131928244582897]",True
openstack,IF la = 1260.0 AND nd = 3.0 AND ns = 1.0 AND ent = 0.804849107743417 AND nrev = 12.0 AND self = 0.0 AND ndev = 0.0 AND age = 0.0 AND asawr = 0.0180995475113122 THEN defect = True,"[1.1263644559841086, 0.007346944863086359, 0.0180896231475855, 0.04490315570032075, 0.9672811476346519, 0.0009339256458811051, 0.028049396044274942, 0.13474159902905775, 0.001040368398266343]",IF la = 1260.0 AND nd = 3.0 AND ns = 1.0 AND ent = 0.804849107743417 AND nrev = 12.0 AND self = 0.0 AND ndev = 0.0 AND age = 0.0 AND asawr = 0.0180995475113122 THEN defect = True,"[1.1263644559841086, 0.007346944863086359, 0.0180896231475855, 0.04490315570032075, 0.9672811476346519, 0.0009339256458811051, 0.028049396044274942, 0.13474159902905775, 0.001040368398266343]",True
openstack,IF la = 14.0 AND nrev = 3.0 AND rtime = 49.63333333333333 AND ndev = 42.0 AND app = 4.0 AND rrexp = 288.0 THEN defect = False,"[0.040367424866342656, 0.06295912795255129, 0.15019847996069044, 0.005304925412677141, 0.1755648497718289, 0.2903917425621802]",IF la = 14.0 AND nrev = 3.0 AND rtime = 49.63333333333333 AND ndev = 42.0 AND app = 4.0 AND rrexp = 288.0 THEN defect = False,"[0.040367424866342656, 0.06295912795255129, 0.15019847996069044, 0.005304925412677141, 0.1755648497718289, 0.2903917425621802]",True
openstack,IF la = 47.0 AND nd = 2.0 AND rtime = 25.91082175925926 AND rrexp = 515.0 THEN defect = False,"[0.00946682128041578, 0.00828485271794844, 0.09581269482031597, 0.1947475621794015]",IF la = 47.0 AND nd = 2.0 AND rtime = 25.91082175925926 AND rrexp = 515.0 THEN defect = False,"[0.00946682128041578, 0.00828485271794844, 0.09581269482031597, 0.1947475621794015]",True
openstack,IF la = 858.0 AND nd = 3.0 AND ns = 1.0 AND ent = 0.9194059907998208 AND nrev = 10.0 AND self = 0.0 AND ndev = 14.0 AND age = 5.483361441798942 AND app = 1.0 AND asawr = 0.0011173184357541 THEN defect = True,"[0.7499389213919084, 0.007346944863086359, 0.0180896231475855, 0.05864493801582353, 0.7383388641708291, 0.0009339256458811051, 0.016931288891957583, 0.06122015078986048, 0.37885046529710437, 0.0012088830641428122]",IF la = 858.0 AND nd = 3.0 AND ns = 1.0 AND ent = 0.9194059907998208 AND nrev = 10.0 AND self = 0.0 AND ndev = 14.0 AND age = 5.483361441798942 AND app = 1.0 AND asawr = 0.0011173184357541 THEN defect = True,"[0.7499389213919084, 0.007346944863086359, 0.0180896231475855, 0.05864493801582353, 0.7383388641708291, 0.0009339256458811051, 0.016931288891957583, 0.06122015078986048, 0.37885046529710437, 0.0012088830641428122]",True
