dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF la = 53.0 AND nd = 4.0 AND ent = 0.9877359431019634 AND nrev = 5.0 AND rrexp = 1678.0 THEN defect = False,"[0.17340021981815246, 0.01416172340991193, 0.009939578999052836, 0.11152629029524216, 0.05289302010286572]",IF la = 53.0 AND nd = 4.0 AND ent = 0.9877359431019634 AND nrev = 5.0 AND rrexp = 1678.0 THEN defect = False,"[0.17194090995981592, 0.01456786938886794, 0.009935932476453089, 0.10998386290187652, 0.053424279809368286]",False
openstack,IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 836.0 THEN defect = False,"[0.1720988789877773, 0.013282170417519472, 0.009485225898678817, 0.1107616713055379, 0.052858534239951564]",IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 THEN defect = False,"[0.17260217519105878, 0.014572090787628441, 0.010144535771804526, 0.11108640290480623]",False
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rrexp = 370.0 THEN defect = False,"[0.17284583700581316, 0.013649946562736224, 0.010413442576153049, 0.11053242513142048, 0.052660879536888534]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rrexp = 370.0 THEN defect = False,"[0.17236532992008632, 0.013927961614483238, 0.009393914104005365, 0.11092273152042709, 0.053696131408129004]",False
openstack,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1909.0 THEN defect = False,"[0.17283476834512654, 0.014662379001843273, 0.009202635252619055, 0.11033802642558531, 0.05356598647786479]",IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1909.0 THEN defect = False,"[0.17334932049875598, 0.015168113074183105, 0.009570318681133371, 0.11081119180488154, 0.05299477807205326]",False
openstack,IF la = 71.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rrexp = 888.0 THEN defect = False,"[0.17274296068950087, 0.014357536164461381, 0.008870896024342746, 0.1108737119591863, 0.05319773353467255]",IF la = 71.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rrexp = 888.0 THEN defect = False,"[0.17310836768028473, 0.013812954465582795, 0.009988889914662732, 0.11062560615341448, 0.053755859023212386]",False
openstack,IF la = 7.0 AND nd = 2.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rrexp = 3165.0 THEN defect = False,"[0.1712417476697323, 0.013731038963176598, 0.009099728013972554, 0.10892191016926518, 0.05220162937185816]",IF la = 7.0 AND nd = 2.0 AND ent = 0.7219280948873623 AND nrev = 3.0 AND rrexp = 3165.0 THEN defect = False,"[0.17178868569333536, 0.014133904024318085, 0.009767762635682353, 0.10968825949999843, 0.05265985522584006]",False
openstack,IF la = 397.0 AND nd = 2.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rrexp = 784.0 THEN defect = True,"[0.1748362507237287, 0.014779865536444396, 0.009457547346152161, 0.1114318063230435, 0.05349323535656519]",IF la = 397.0 AND nd = 2.0 AND ent = 0.9987849008387586 AND nrev = 12.0 AND rrexp = 784.0 THEN defect = True,"[0.17347432012049743, 0.014394700604615809, 0.010184480810092534, 0.1114990642436742, 0.05319127135550184]",False
openstack,IF la = 6.0 AND nd = 2.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rrexp = 820.0 THEN defect = False,"[0.1726721143225895, 0.014238936610274852, 0.010458621197074598, 0.11082044072957375, 0.05310646136300613]",IF la = 6.0 AND nd = 2.0 AND ent = 0.9798687566511528 AND nrev = 2.0 AND rrexp = 820.0 THEN defect = False,"[0.17219954003018545, 0.014361950611143176, 0.009864385751936206, 0.11038490575081862, 0.05258391142356416]",False
openstack,IF la = 9.0 AND nd = 3.0 AND ent = 0.9115339911368304 AND nrev = 4.0 AND rrexp = 426.0 THEN defect = False,"[0.17201674057271216, 0.014831879822437445, 0.009664681766730528, 0.11108077724942854, 0.052552197377764946]",IF la = 9.0 AND nd = 3.0 AND ent = 0.9115339911368304 AND nrev = 4.0 AND rrexp = 426.0 THEN defect = False,"[0.1741451657264365, 0.014049332328113728, 0.009664989204923797, 0.11085426002640164, 0.05260011035592038]",False
openstack,IF la = 70.0 AND nd = 8.0 AND ent = 0.9477984884030572 AND nrev = 22.0 AND rrexp = 1942.0 THEN defect = True,"[0.1712860793766033, 0.012901092497181622, 0.008240450472063314, 0.10969870609241482, 0.05292146675583258]",IF la = 70.0 AND nd = 8.0 AND ent = 0.9477984884030572 AND nrev = 22.0 AND rrexp = 1942.0 THEN defect = True,"[0.17382472129206217, 0.014934583944662936, 0.009072391082218726, 0.11018856276740545, 0.052771315923601445]",False
openstack,IF la = 13.0 AND ent = 0.7871265862012691 AND nrev = 7.0 AND rrexp = 804.0 THEN defect = True,"[0.17117540417063604, 0.009518997953779373, 0.1097794627690292, 0.05350554967982944]",IF la = 13.0 AND ent = 0.7871265862012691 AND nrev = 7.0 AND rrexp = 804.0 THEN defect = True,"[0.1748633318011195, 0.009420874037735836, 0.1113574724409881, 0.053512408157885556]",False
openstack,IF la = 36.0 AND nd = 2.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND rrexp = 886.0 THEN defect = True,"[0.17348669980855677, 0.014616618331281554, 0.00964369544416495, 0.1115600571784673, 0.05375706149541152]",IF la = 36.0 AND nd = 2.0 AND ent = 0.9798687566511528 AND nrev = 9.0 AND rrexp = 886.0 THEN defect = True,"[0.1741017841689692, 0.014778883345998764, 0.010716962986926292, 0.11133306805331497, 0.05333834673478436]",False
openstack,IF la = 2.0 AND nd = 2.0 AND ent = 0.5032583347756457 AND nrev = 3.0 AND rrexp = 796.0 THEN defect = False,"[0.17227344635864822, 0.015244968423094318, 0.00903563078948709, 0.11031940308836309, 0.05298706185953815]",IF la = 2.0 AND nd = 2.0 AND ent = 0.5032583347756457 AND nrev = 3.0 AND rrexp = 796.0 THEN defect = False,"[0.17310839387902335, 0.014296737913167922, 0.010207135277313083, 0.11135562868779848, 0.053576171107924134]",False
openstack,IF la = 117.0 AND nd = 5.0 AND ent = 0.8713545021964152 AND nrev = 2.0 AND rrexp = 1600.0 AND asawr = 0.619625137816979 THEN defect = False,"[0.1743941463155148, 0.014620721107946752, 0.009779844868824529, 0.11054244216512747, 0.05242472653394147, 0.0005400799783389542]",IF la = 117.0 AND nd = 5.0 AND ent = 0.8713545021964152 AND nrev = 2.0 AND rrexp = 1600.0 THEN defect = False,"[0.1725646599809975, 0.014661312804847464, 0.010870931818142708, 0.11137689752693028, 0.05345048413089303]",False
openstack,IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 5.0 AND rrexp = 2064.0 THEN defect = True,"[0.17348967007748123, 0.014778785278575403, 0.009513179146247577, 0.11038511444239237, 0.05395375854155202]",IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 5.0 AND rrexp = 2064.0 THEN defect = True,"[0.17388454694901997, 0.015161754844320863, 0.009848759019006035, 0.111607379733152, 0.05366232287783714]",False
openstack,IF la = 4.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 8.0 AND rrexp = 2076.0 THEN defect = True,"[0.1727508408698923, 0.015310006035647004, 0.00913942055369786, 0.11114278965725165, 0.05375565488210302]",IF la = 4.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 8.0 AND rrexp = 2076.0 THEN defect = True,"[0.1746709749038977, 0.014543955890428697, 0.009838582078987074, 0.1116615703174232, 0.05364386244378081]",False
openstack,IF la = 7.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 THEN defect = False,"[0.17205506985375657, 0.015498766351776353, 0.009335130947332208, 0.11063338601950826]",IF la = 7.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 THEN defect = False,"[0.171167975562853, 0.015402155141122812, 0.010045867565892347, 0.11121846021044232]",False
openstack,IF la = 3.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rrexp = 2980.0 THEN defect = True,"[0.1734821499396203, 0.013996817881081773, 0.009809697401475078, 0.11006611674956573, 0.053960053988294336]",IF la = 3.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 3.0 AND rrexp = 2980.0 THEN defect = True,"[0.17252538318706598, 0.014008125768834825, 0.010324317566926196, 0.11066290596331088, 0.053902548181357576]",False
openstack,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 8.0 THEN defect = True,"[0.17073034433695258, 0.012358409199822755, 0.008709579659504838, 0.11116178228062762]",IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 8.0 THEN defect = True,"[0.1725827988720768, 0.014328946415116244, 0.007254619970582822, 0.11287835975164894]",False
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 2350.0 THEN defect = False,"[0.1734522356502459, 0.015340523391126053, 0.00985777296599132, 0.11147085970269549, 0.05276327126577374]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 2350.0 THEN defect = False,"[0.17234959154993698, 0.014116536065028697, 0.010205212779194851, 0.11032094684915343, 0.05313498164560443]",False
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 670.0 THEN defect = False,"[0.17183316242647034, 0.01418535001113622, 0.009555159391243979, 0.10978096841417359, 0.052696501594182904]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 670.0 THEN defect = False,"[0.1714613451018775, 0.014155760374227652, 0.009076288585666987, 0.11016858199849318, 0.05253973654353197]",False
openstack,IF la = 14.0 AND nd = 2.0 AND ent = 0.9910760598382222 AND nrev = 3.0 AND rrexp = 1604.0 THEN defect = False,"[0.17107130196906353, 0.013283190407667289, 0.008923654007225381, 0.10996068931321211, 0.052893195521813416]",IF la = 14.0 AND nd = 2.0 AND ent = 0.9910760598382222 AND nrev = 3.0 AND rrexp = 1604.0 THEN defect = False,"[0.17173339925486478, 0.014511510711994725, 0.00948821867932367, 0.11076949995496164, 0.052960821660752576]",False
openstack,IF la = 52.0 AND nd = 4.0 AND ent = 0.7806701469459729 AND nrev = 16.0 AND rrexp = 3088.0 THEN defect = True,"[0.1733074569535808, 0.014016571970801625, 0.009817843479375112, 0.11168088697757163, 0.05302179382603087]",IF la = 52.0 AND nd = 4.0 AND ent = 0.7806701469459729 AND nrev = 16.0 AND rrexp = 3088.0 THEN defect = True,"[0.17434347384143478, 0.014700879202183516, 0.008890909751530817, 0.11167104983475062, 0.05371502222378798]",False
openstack,IF la = 0.0 AND nd = 2.0 AND ent = 0.8366407419411672 AND nrev = 2.0 AND rrexp = 681.0 THEN defect = False,"[0.1731973998733637, 0.014122189572478261, 0.010098500762806824, 0.10962601095258953, 0.05290186924285207]",IF la = 0.0 AND nd = 2.0 AND ent = 0.8366407419411672 AND nrev = 2.0 AND rrexp = 681.0 THEN defect = False,"[0.17094080458645905, 0.014327282408767683, 0.00986961963855039, 0.10996053165406894, 0.05296678136105836]",False
openstack,IF la = 4.0 AND nd = 1.0 AND ent = 1.0 AND nrev = 1.0 AND rrexp = 403.0 THEN defect = False,"[0.1735521791645867, 0.014126676930694535, 0.009586808958043083, 0.11100767118893554, 0.053745480740122586]",IF la = 4.0 AND nd = 1.0 AND ent = 1.0 AND nrev = 1.0 AND rrexp = 403.0 THEN defect = False,"[0.1722719276768851, 0.01340703938716487, 0.009557813505987556, 0.11022890203914441, 0.052515005530019136]",False
openstack,IF la = 197.0 AND nd = 3.0 AND ent = 0.8390900483631887 AND nrev = 21.0 AND rrexp = 475.0 THEN defect = True,"[0.17414185969735857, 0.014273030729986176, 0.009754389504340466, 0.11156216279796068, 0.05266955717619406]",IF la = 197.0 AND nd = 3.0 AND ent = 0.8390900483631887 AND nrev = 21.0 AND rrexp = 475.0 THEN defect = True,"[0.17414639897700016, 0.014591192259265343, 0.010197474266164231, 0.11132122124672834, 0.053782759097110465]",False
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 357.0 THEN defect = False,"[0.17162196322492182, 0.013821451568401892, 0.009063662564617062, 0.10988249527612322, 0.052446437302122194]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 357.0 THEN defect = False,"[0.17195853259425173, 0.014460335152913674, 0.009502584567066565, 0.10954428168395612, 0.05321522526663096]",False
openstack,IF la = 1260.0 AND ent = 0.804849107743417 AND nrev = 12.0 AND rrexp = 713.0 THEN defect = True,"[0.17398151063096132, 0.00991457485964957, 0.11143326025762323, 0.05346119064987379]",IF la = 1260.0 AND ent = 0.804849107743417 AND nrev = 12.0 AND rrexp = 713.0 THEN defect = True,"[0.17423415323192393, 0.01062896264608818, 0.11208714029863777, 0.053163156687848365]",False
openstack,IF la = 14.0 AND nd = 4.0 AND ent = 0.9337851376692216 AND nrev = 3.0 AND rrexp = 288.0 THEN defect = False,"[0.17098727635389555, 0.014294406506903723, 0.009950286063830664, 0.11034523436249437, 0.053068329420572734]",IF la = 14.0 AND nd = 4.0 AND ent = 0.9337851376692216 AND nrev = 3.0 AND rrexp = 288.0 THEN defect = False,"[0.17195654636788954, 0.01420606539017274, 0.009502707528805596, 0.11000699177660143, 0.05264930217309879]",False
openstack,IF la = 47.0 AND nd = 2.0 AND ent = 0.8832225588099292 AND nrev = 4.0 AND rrexp = 515.0 THEN defect = False,"[0.17253039433019185, 0.014473370759814193, 0.010006549426285991, 0.11049192125953927, 0.05373467459924708]",IF la = 47.0 AND nd = 2.0 AND ent = 0.8832225588099292 AND nrev = 4.0 AND rrexp = 515.0 THEN defect = False,"[0.172681329499868, 0.014317810540332869, 0.010690736539985769, 0.11107347924943353, 0.054228420937720415]",False
openstack,IF la = 858.0 AND nd = 3.0 AND ent = 0.9194059907998208 AND nrev = 10.0 AND rrexp = 799.0 THEN defect = True,"[0.17360780208194102, 0.014850020597000975, 0.009726169491276611, 0.11014889248921612, 0.052773279240558316]",IF la = 858.0 AND nd = 3.0 AND ent = 0.9194059907998208 AND nrev = 10.0 AND rrexp = 799.0 THEN defect = True,"[0.1728501692041264, 0.01539446169965972, 0.009736157841220476, 0.11139511415941432, 0.05258474425078445]",False
openstack,IF la = 46.0 AND ent = 0.965269502613535 AND nrev = 6.0 AND rrexp = 897.0 THEN defect = False,"[0.17100042415250755, 0.009110698796981112, 0.11037853566138235, 0.05324939214902565]",IF la = 46.0 AND ent = 0.965269502613535 AND nrev = 6.0 AND rrexp = 897.0 THEN defect = False,"[0.17370603128356307, 0.009559420374984043, 0.1114527036012291, 0.0533679650962135]",False
openstack,IF la = 44.0 AND nd = 2.0 AND ent = 0.996316519558962 AND nrev = 11.0 AND rrexp = 1284.0 THEN defect = True,"[0.17387416827196098, 0.014435103716937112, 0.009766342415693281, 0.11147528591832585, 0.05332557638807555]",IF la = 44.0 AND nd = 2.0 AND ent = 0.996316519558962 AND nrev = 11.0 AND rrexp = 1284.0 THEN defect = True,"[0.17380638471851917, 0.014322077007626617, 0.010055017935727528, 0.11089019787174903, 0.05322554380946041]",False
openstack,IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 638.0 THEN defect = False,"[0.17276697613147526, 0.013709768144410883, 0.011223879617498139, 0.11121526918955826, 0.05307369645129248]",IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 638.0 THEN defect = False,"[0.1726260292459356, 0.014407222875582753, 0.00908109326308018, 0.10878048291978458, 0.05207960543403941]",False
openstack,IF la = 12.0 AND nd = 2.0 AND ent = 0.9975025463691152 AND nrev = 10.0 AND rrexp = 1886.0 THEN defect = False,"[0.17145633478689346, 0.01400703528891488, 0.009530949261078808, 0.11003942324289646, 0.05292617140814402]",IF la = 12.0 AND nd = 2.0 AND ent = 0.9975025463691152 AND nrev = 10.0 AND rrexp = 1886.0 THEN defect = False,"[0.17295718615897598, 0.014309909496899047, 0.010185665497298825, 0.11123722059054321, 0.05355645937608364]",False
openstack,IF la = 3.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 2038.0 AND rsawr = 0.9503311258278144 THEN defect = False,"[0.16116791540800413, 0.012105705215452227, 0.007357951005174654, 0.1033006494503975, 0.05375970156856124, 0.003587035987685917]",IF la = 3.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 2038.0 AND rsawr = 0.9503311258278144 THEN defect = False,"[0.1603719307227522, 0.014723543359634958, 0.005466435548032448, 0.10001259381999399, 0.05129805599656934, 0.0021222847274634383]",False
openstack,IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 2.0 AND rrexp = 3049.0 THEN defect = False,"[0.17272589946528802, 0.015176441724947039, 0.010373194097261116, 0.11069068835774733, 0.05279790461994534]",IF la = 1.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 2.0 AND rrexp = 3049.0 THEN defect = False,"[0.1714911493870467, 0.014788723214121223, 0.00986692774693124, 0.11064053389451964, 0.05337433852092993]",False
openstack,IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1845.0 THEN defect = False,"[0.17270395950280024, 0.014366881191555261, 0.009348939015487804, 0.1116270118459694, 0.05335597781383541]",IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1845.0 THEN defect = False,"[0.17319280849157595, 0.01500864055728609, 0.00950873392913405, 0.11066764918256035, 0.053799933662775676]",False
openstack,IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 320.0 THEN defect = False,"[0.1720838088322782, 0.014947237895093553, 0.009979245015686792, 0.1107066935941499, 0.05239833641058201]",IF la = 0.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 320.0 THEN defect = False,"[0.1728656660515893, 0.014770855720537887, 0.009669982119023776, 0.11094605169663344, 0.05355187464715469]",False
openstack,IF la = 4.0 AND nd = 1.0 AND ent = 1.0 AND nrev = 2.0 AND rrexp = 2209.0 THEN defect = False,"[0.17339956164016088, 0.014177692114474793, 0.009409748404548526, 0.11094037713127505, 0.05305107497901215]",IF la = 4.0 AND nd = 1.0 AND ent = 1.0 AND nrev = 2.0 AND rrexp = 2209.0 THEN defect = False,"[0.17330893200883496, 0.01462333227413361, 0.009428490423161042, 0.1108062480976767, 0.052112727047465064]",False
openstack,IF la = 3.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1640.0 THEN defect = False,"[0.1722362259368901, 0.014496094562164705, 0.009208671799524195, 0.11085954572907762, 0.052683259841346544]",IF la = 3.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1640.0 THEN defect = False,"[0.17277671838988057, 0.014344176526314627, 0.009560291997500435, 0.11074206868482289, 0.05323750954587646]",False
openstack,IF la = 35.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1695.0 THEN defect = False,"[0.17240856698528123, 0.01496310148574989, 0.009454810329114674, 0.11080890122720921, 0.05289048304224799]",IF la = 35.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 1695.0 THEN defect = False,"[0.17208037801806786, 0.014591003672562825, 0.009931900842234264, 0.10960155875722619, 0.05322270586511089]",False
openstack,IF la = 28.0 AND nd = 5.0 AND ent = 0.5988741785589548 AND nrev = 6.0 AND rrexp = 291.0 THEN defect = True,"[0.17241219596720803, 0.014552129078474843, 0.009328484678087567, 0.11129538107461573, 0.052486139162942806]",IF la = 28.0 AND nd = 5.0 AND ent = 0.5988741785589548 AND nrev = 6.0 AND rrexp = 291.0 THEN defect = True,"[0.17202537745903984, 0.014631387342165729, 0.009432139835681336, 0.11040457499545113, 0.053086251583660565]",False
openstack,IF la = 25.0 AND nd = 2.0 AND ent = 0.3912435636292556 AND nrev = 1.0 AND rrexp = 196.0 THEN defect = False,"[0.1738941280417328, 0.014483782270747128, 0.010093939824579214, 0.1111200229147404, 0.053543516757961394]",IF la = 25.0 AND nd = 2.0 AND ent = 0.3912435636292556 AND nrev = 1.0 AND rrexp = 196.0 THEN defect = False,"[0.17284132208272587, 0.01483415548607816, 0.011151047332774517, 0.10983748266701217, 0.05335970166914324]",False
openstack,IF la = 9.0 AND nd = 2.0 AND ent = 0.362051251733998 AND nrev = 7.0 AND rrexp = 3255.0 THEN defect = True,"[0.17199464091023092, 0.013517230845978603, 0.010311281225346807, 0.1104453210943027, 0.05316734244543606]",IF la = 9.0 AND nd = 2.0 AND ent = 0.362051251733998 AND nrev = 7.0 AND rrexp = 3255.0 THEN defect = True,"[0.1731755920788473, 0.015307029484673662, 0.010418940748981758, 0.11091211051436374, 0.05316141427513147]",False
openstack,IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 2954.0 THEN defect = True,"[0.17253638787168846, 0.014842824054356165, 0.01040806805859351, 0.11068926366422187, 0.05336179556231136]",IF la = 2.0 AND nd = 1.0 AND ent = 0.0 AND nrev = 1.0 AND rrexp = 2954.0 THEN defect = True,"[0.17380518886866436, 0.014535478376910098, 0.009807939025935094, 0.11085093418707852, 0.05302472774837237]",False
openstack,IF la = 125.0 AND nd = 3.0 AND ent = 0.4299673830221167 AND nrev = 2.0 AND rrexp = 157.0 THEN defect = False,"[0.172267532256573, 0.013704514209379173, 0.01040444784167994, 0.1110552869692354, 0.05272617229822104]",IF la = 125.0 AND nd = 3.0 AND ent = 0.4299673830221167 AND nrev = 2.0 AND rrexp = 157.0 THEN defect = False,"[0.17253158114496198, 0.014273590306853356, 0.009913350946676334, 0.11090049796086358, 0.05243345859527973]",False
openstack,IF la = 75.0 AND nd = 1.0 AND nrev = 1.0 AND rrexp = 409.0 THEN defect = False,"[0.17286359606599475, 0.014204785974302981, 0.11081136815353763, 0.05333050681073473]",IF la = 75.0 AND nd = 1.0 AND ent = 0.5144176798001542 AND nrev = 1.0 AND rrexp = 409.0 THEN defect = False,"[0.17119917526150852, 0.013825203366022474, 0.010032413822681057, 0.10935233024528504, 0.05353050966501929]",False
openstack,IF la = 48.0 AND nd = 2.0 AND ent = 0.9313043685793764 AND nrev = 9.0 AND rrexp = 693.0 THEN defect = True,"[0.17366581384845453, 0.014035329147298036, 0.009572153884377155, 0.11200973786303749, 0.05394372134082156]",IF la = 48.0 AND nd = 2.0 AND ent = 0.9313043685793764 AND nrev = 9.0 AND rrexp = 693.0 THEN defect = True,"[0.17356745404190388, 0.01488820934495905, 0.009879242678601897, 0.11088812143944854, 0.05332495363182271]",False
