dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,"{'0': 0.011823548715838114, '2': 0.008793387065525167, '3': 0.0023068798814711044, '4': 0.014937303768929268, '5': 0.04903267735327972, '6': 0.00032685187965398655, '8': 0.013224472115325625, '9': 0.028399738459866056, '10': 0.01432076840166701, '11': 0.010696826139646873, '12': 0.0063380958130437644, '1': 0.03152883924842172, '7': 0.008005027423550928}","[0.011823548715838114, 0.008793387065525167, 0.0023068798814711044, 0.014937303768929268, 0.04903267735327972, 0.00032685187965398655, 0.013224472115325625, 0.028399738459866056, 0.01432076840166701, 0.010696826139646873, 0.0063380958130437644]","{'0': 0.011823548715838114, '2': 0.008793387065525167, '3': 0.0023068798814711044, '4': 0.014937303768929268, '5': 0.04903267735327972, '6': 0.00032685187965398655, '8': 0.013224472115325625, '9': 0.028399738459866056, '10': 0.01432076840166701, '11': 0.010696826139646873, '12': 0.0063380958130437644, '1': 0.03152883924842172, '7': 0.008005027423550928}","[0.011823548715838114, 0.008793387065525167, 0.0023068798814711044, 0.014937303768929268, 0.04903267735327972, 0.00032685187965398655, 0.013224472115325625, 0.028399738459866056, 0.01432076840166701, 0.010696826139646873, 0.0063380958130437644]",True
openstack,"{'1': 0.03262312717099121, '2': 0.0040111116597108774, '6': 0.0001783068763324991, '8': 0.006482383940274303, '9': 0.003925108020848711, '10': 0.0056392616597076995, '11': 0.0065089716507827685, '12': 0.020383972506469946, '0': 0.09922001032355184, '3': 0.06745956070379179, '4': 0.03333402420012135, '5': 0.020904921853507404, '7': 0.00483375215482738}","[0.03262312717099121, 0.0040111116597108774, 0.0001783068763324991, 0.006482383940274303, 0.003925108020848711, 0.0056392616597076995, 0.0065089716507827685, 0.020383972506469946]","{'1': 0.03262312717099121, '2': 0.0040111116597108774, '6': 0.0001783068763324991, '8': 0.006482383940274303, '9': 0.003925108020848711, '10': 0.0056392616597076995, '11': 0.0065089716507827685, '12': 0.020383972506469946, '0': 0.09922001032355184, '3': 0.06745956070379179, '4': 0.03333402420012135, '5': 0.020904921853507404, '7': 0.00483375215482738}","[0.03262312717099121, 0.0040111116597108774, 0.0001783068763324991, 0.006482383940274303, 0.003925108020848711, 0.0056392616597076995, 0.0065089716507827685, 0.020383972506469946]",True
openstack,"{'1': 0.055119583213236185, '2': 0.005574074445758015, '4': 0.007920505864349251, '5': 0.0005227539927727775, '6': 0.00018544970858783928, '8': 0.0049691791795339665, '9': 0.007474206514743855, '11': 0.011328969047754071, '12': 0.000260978942787915, '0': 0.12498956713723601, '3': 0.11056205276974651, '7': 0.0005630957418543403, '10': 0.003241004891206103}","[0.055119583213236185, 0.005574074445758015, 0.007920505864349251, 0.0005227539927727775, 0.00018544970858783928, 0.0049691791795339665, 0.007474206514743855, 0.011328969047754071, 0.000260978942787915]","{'1': 0.055119583213236185, '2': 0.005574074445758015, '4': 0.007920505864349251, '5': 0.0005227539927727775, '6': 0.00018544970858783928, '8': 0.0049691791795339665, '9': 0.007474206514743855, '11': 0.011328969047754071, '12': 0.000260978942787915, '0': 0.12498956713723601, '3': 0.11056205276974651, '7': 0.0005630957418543403, '10': 0.003241004891206103}","[0.055119583213236185, 0.005574074445758015, 0.007920505864349251, 0.0005227539927727775, 0.00018544970858783928, 0.0049691791795339665, 0.007474206514743855, 0.011328969047754071, 0.000260978942787915]",True
openstack,"{'1': 0.048068800675537204, '2': 0.004832155490876175, '6': 0.0002182540117064491, '8': 0.0078068892049122955, '9': 0.0045053025225934105, '10': 0.02162567784092971, '11': 0.004571176611789269, '12': 0.0066473668897924654, '0': 0.08413161105647304, '3': 0.07452513392006949, '4': 0.02441970304815186, '5': 0.023322491774924858, '7': 0.0045433757389218956}","[0.048068800675537204, 0.004832155490876175, 0.0002182540117064491, 0.0078068892049122955, 0.0045053025225934105, 0.02162567784092971, 0.004571176611789269, 0.0066473668897924654]","{'1': 0.048068800675537204, '2': 0.004832155490876175, '6': 0.0002182540117064491, '8': 0.0078068892049122955, '9': 0.0045053025225934105, '10': 0.02162567784092971, '11': 0.004571176611789269, '12': 0.0066473668897924654, '0': 0.08413161105647304, '3': 0.07452513392006949, '4': 0.02441970304815186, '5': 0.023322491774924858, '7': 0.0045433757389218956}","[0.048068800675537204, 0.004832155490876175, 0.0002182540117064491, 0.0078068892049122955, 0.0045053025225934105, 0.02162567784092971, 0.004571176611789269, 0.0066473668897924654]",True
openstack,"{'0': 0.056460325027728686, '1': 0.05212472861589049, '2': 0.005283862986107124, '4': 0.002876852524386777, '5': 0.013746959364743816, '6': 0.0002373015956254676, '8': 0.011017594327613551, '9': 0.0005055551422265126, '10': 0.03297422073447706, '12': 0.028465347622732225, '3': 0.06887196823239719, '7': 0.018570901866251006, '11': 0.02891653615522955}","[0.056460325027728686, 0.05212472861589049, 0.005283862986107124, 0.002876852524386777, 0.013746959364743816, 0.0002373015956254676, 0.011017594327613551, 0.0005055551422265126, 0.03297422073447706, 0.028465347622732225]","{'0': 0.056460325027728686, '1': 0.05212472861589049, '2': 0.005283862986107124, '4': 0.002876852524386777, '5': 0.013746959364743816, '6': 0.0002373015956254676, '8': 0.011017594327613551, '9': 0.0005055551422265126, '10': 0.03297422073447706, '12': 0.028465347622732225, '3': 0.06887196823239719, '7': 0.018570901866251006, '11': 0.02891653615522955}","[0.056460325027728686, 0.05212472861589049, 0.005283862986107124, 0.002876852524386777, 0.013746959364743816, 0.0002373015956254676, 0.011017594327613551, 0.0005055551422265126, 0.03297422073447706, 0.028465347622732225]",True
openstack,"{'2': 0.00809470987507666, '3': 0.03698874962356058, '4': 0.0012396707647349104, '6': 0.000388624396364321, '7': 0.018980148330501833, '10': 0.044271290289834724, '11': 0.026934646438003255, '12': 0.004680543832400872, '0': 0.08045517805039708, '1': 0.046272768580274716, '5': 0.021049750075253542, '8': 0.005074748112274392, '9': 0.0013926039940997726}","[0.00809470987507666, 0.03698874962356058, 0.0012396707647349104, 0.000388624396364321, 0.018980148330501833, 0.044271290289834724, 0.026934646438003255, 0.004680543832400872]","{'2': 0.00809470987507666, '3': 0.03698874962356058, '4': 0.0012396707647349104, '6': 0.000388624396364321, '7': 0.018980148330501833, '10': 0.044271290289834724, '11': 0.026934646438003255, '12': 0.004680543832400872, '0': 0.08045517805039708, '1': 0.046272768580274716, '5': 0.021049750075253542, '8': 0.005074748112274392, '9': 0.0013926039940997726}","[0.00809470987507666, 0.03698874962356058, 0.0012396707647349104, 0.000388624396364321, 0.018980148330501833, 0.044271290289834724, 0.026934646438003255, 0.004680543832400872]",True
openstack,"{'0': 0.18386165288844494, '2': 0.007349988905043574, '4': 0.04894761517203733, '5': 0.01841110153305635, '6': 0.0005279100916231982, '9': 0.04005700508809241, '10': 0.006237158118492517, '12': 0.00610276693083506, '1': 0.005857551636763674, '3': 0.057019193854175684, '7': 0.013415477520939021, '8': 0.016389300145528977, '11': 0.03148030576003293}","[0.18386165288844494, 0.007349988905043574, 0.04894761517203733, 0.01841110153305635, 0.0005279100916231982, 0.04005700508809241, 0.006237158118492517, 0.00610276693083506]","{'0': 0.18386165288844494, '2': 0.007349988905043574, '4': 0.04894761517203733, '5': 0.01841110153305635, '6': 0.0005279100916231982, '9': 0.04005700508809241, '10': 0.006237158118492517, '12': 0.00610276693083506, '1': 0.005857551636763674, '3': 0.057019193854175684, '7': 0.013415477520939021, '8': 0.016389300145528977, '11': 0.03148030576003293}","[0.18386165288844494, 0.007349988905043574, 0.04894761517203733, 0.01841110153305635, 0.0005279100916231982, 0.04005700508809241, 0.006237158118492517, 0.00610276693083506]",True
openstack,"{'1': 0.0001649338762217667, '2': 0.006086773115675896, '6': 0.00020767197682289407, '8': 0.002040728812980888, '12': 0.02474192194920761, '0': 0.09252277434788994, '3': 0.0008719669579295441, '4': 0.018365226538735444, '5': 0.02217647053901601, '7': 0.014971442123023735, '9': 0.02023255462743691, '10': 0.007225806998994813, '11': 0.002875806184310932}","[0.0001649338762217667, 0.006086773115675896, 0.00020767197682289407, 0.002040728812980888, 0.02474192194920761]","{'1': 0.0001649338762217667, '2': 0.006086773115675896, '6': 0.00020767197682289407, '8': 0.002040728812980888, '12': 0.02474192194920761, '0': 0.09252277434788994, '3': 0.0008719669579295441, '4': 0.018365226538735444, '5': 0.02217647053901601, '7': 0.014971442123023735, '9': 0.02023255462743691, '10': 0.007225806998994813, '11': 0.002875806184310932}","[0.0001649338762217667, 0.006086773115675896, 0.00020767197682289407, 0.002040728812980888, 0.02474192194920761]",True
openstack,"{'2': 0.006909788781777024, '3': 0.0114399527158821, '4': 0.02512632771402423, '6': 0.0003583333610731643, '8': 0.010903440629845136, '9': 0.008762302607283345, '0': 0.06469299522810616, '1': 0.022238759731917527, '5': 0.02155463215050986, '7': 0.01027262006969977, '10': 0.031240478906111094, '11': 0.01907606116394163, '12': 0.007091270533710486}","[0.006909788781777024, 0.0114399527158821, 0.02512632771402423, 0.0003583333610731643, 0.010903440629845136, 0.008762302607283345]","{'2': 0.006909788781777024, '3': 0.0114399527158821, '4': 0.02512632771402423, '6': 0.0003583333610731643, '8': 0.010903440629845136, '9': 0.008762302607283345, '0': 0.06469299522810616, '1': 0.022238759731917527, '5': 0.02155463215050986, '7': 0.01027262006969977, '10': 0.031240478906111094, '11': 0.01907606116394163, '12': 0.007091270533710486}","[0.006909788781777024, 0.0114399527158821, 0.02512632771402423, 0.0003583333610731643, 0.010903440629845136, 0.008762302607283345]",True
openstack,"{'0': 0.04425494903679464, '2': 0.006386749285593396, '3': 0.029174126765792608, '4': 0.0862263823140529, '5': 0.03450007532261225, '6': 0.0005202381514391164, '7': 0.042889603039366196, '1': 0.024327864809538368, '8': 0.004131569567744009, '9': 0.023934477657294336, '10': 0.0019470422414906352, '11': 0.0007577441768899007, '12': 0.0015200699196429924}","[0.04425494903679464, 0.006386749285593396, 0.029174126765792608, 0.0862263823140529, 0.03450007532261225, 0.0005202381514391164, 0.042889603039366196]","{'0': 0.04425494903679464, '2': 0.006386749285593396, '3': 0.029174126765792608, '4': 0.0862263823140529, '5': 0.03450007532261225, '6': 0.0005202381514391164, '7': 0.042889603039366196, '1': 0.024327864809538368, '8': 0.004131569567744009, '9': 0.023934477657294336, '10': 0.0019470422414906352, '11': 0.0007577441768899007, '12': 0.0015200699196429924}","[0.04425494903679464, 0.006386749285593396, 0.029174126765792608, 0.0862263823140529, 0.03450007532261225, 0.0005202381514391164, 0.042889603039366196]",True
openstack,"{'2': 0.0069551594616496, '3': 0.07072810219907297, '4': 0.037163810884330815, '9': 0.008117643710647826, '11': 0.0032702989673180126, '0': 0.032821779639461965, '1': 0.011780388729248444, '5': 0.001075492461623071, '6': 0.018821380926528946, '7': 0.014980123699397154, '8': 0.1123785363297793, '10': 0.004937446546373394, '12': 0.008773197276832434}","[0.0069551594616496, 0.07072810219907297, 0.037163810884330815, 0.008117643710647826, 0.0032702989673180126]","{'2': 0.0069551594616496, '3': 0.07072810219907297, '4': 0.037163810884330815, '9': 0.008117643710647826, '11': 0.0032702989673180126, '0': 0.032821779639461965, '1': 0.011780388729248444, '5': 0.001075492461623071, '6': 0.018821380926528946, '7': 0.014980123699397154, '8': 0.1123785363297793, '10': 0.004937446546373394, '12': 0.008773197276832434}","[0.0069551594616496, 0.07072810219907297, 0.037163810884330815, 0.008117643710647826, 0.0032702989673180126]",True
openstack,"{'0': 0.012057519097361365, '2': 0.010099339473672444, '4': 0.02053807638632861, '6': 0.0004391414400015492, '8': 0.016231856396116198, '10': 0.015665321334026885, '11': 0.022394951845099056, '12': 0.03168517672653252, '1': 0.0225747614314605, '3': 0.0017472408864705358, '5': 0.01348785444166424, '7': 0.016789311204811384, '9': 0.020512195684059407}","[0.012057519097361365, 0.010099339473672444, 0.02053807638632861, 0.0004391414400015492, 0.016231856396116198, 0.015665321334026885, 0.022394951845099056, 0.03168517672653252]","{'0': 0.012057519097361365, '2': 0.010099339473672444, '4': 0.02053807638632861, '6': 0.0004391414400015492, '8': 0.016231856396116198, '10': 0.015665321334026885, '11': 0.022394951845099056, '12': 0.03168517672653252, '1': 0.0225747614314605, '3': 0.0017472408864705358, '5': 0.01348785444166424, '7': 0.016789311204811384, '9': 0.020512195684059407}","[0.012057519097361365, 0.010099339473672444, 0.02053807638632861, 0.0004391414400015492, 0.016231856396116198, 0.015665321334026885, 0.022394951845099056, 0.03168517672653252]",True
openstack,"{'2': 0.008617064291611314, '3': 0.09892409049833077, '6': 0.0004634920778335072, '7': 0.0005757938978422317, '8': 0.013237963469146052, '9': 0.00676018709433265, '10': 0.009914815275405999, '11': 0.013523016334220301, '12': 0.025590611140578402, '0': 0.12429935180858592, '1': 0.05538611720548943, '4': 0.0038600549898910683, '5': 0.006728177045079065}","[0.008617064291611314, 0.09892409049833077, 0.0004634920778335072, 0.0005757938978422317, 0.013237963469146052, 0.00676018709433265, 0.009914815275405999, 0.013523016334220301, 0.025590611140578402]","{'2': 0.008617064291611314, '3': 0.09892409049833077, '6': 0.0004634920778335072, '7': 0.0005757938978422317, '8': 0.013237963469146052, '9': 0.00676018709433265, '10': 0.009914815275405999, '11': 0.013523016334220301, '12': 0.025590611140578402, '0': 0.12429935180858592, '1': 0.05538611720548943, '4': 0.0038600549898910683, '5': 0.006728177045079065}","[0.008617064291611314, 0.09892409049833077, 0.0004634920778335072, 0.0005757938978422317, 0.013237963469146052, 0.00676018709433265, 0.009914815275405999, 0.013523016334220301, 0.025590611140578402]",True
openstack,"{'0': 0.14403772942161594, '2': 0.007609921359180589, '3': 0.08126894112614537, '4': 0.0029504108187393286, '6': 0.00018386247546004598, '7': 0.0038637694413773717, '8': 0.0012480280760064487, '9': 0.021803981420071068, '10': 0.025282686638611267, '12': 0.00718493300892078, '1': 0.0318416572811293, '5': 0.020728693886921973, '11': 0.022197211597267598}","[0.14403772942161594, 0.007609921359180589, 0.08126894112614537, 0.0029504108187393286, 0.00018386247546004598, 0.0038637694413773717, 0.0012480280760064487, 0.021803981420071068, 0.025282686638611267, 0.00718493300892078]","{'0': 0.14403772942161594, '2': 0.007609921359180589, '3': 0.08126894112614537, '4': 0.0029504108187393286, '6': 0.00018386247546004598, '7': 0.0038637694413773717, '8': 0.0012480280760064487, '9': 0.021803981420071068, '10': 0.025282686638611267, '12': 0.00718493300892078, '1': 0.0318416572811293, '5': 0.020728693886921973, '11': 0.022197211597267598}","[0.14403772942161594, 0.007609921359180589, 0.08126894112614537, 0.0029504108187393286, 0.00018386247546004598, 0.0038637694413773717, 0.0012480280760064487, 0.021803981420071068, 0.025282686638611267, 0.00718493300892078]",True
openstack,"{'1': 0.04245214515032785, '2': 0.0052504214529471935, '4': 0.016168283092374624, '6': 0.00026044973928947003, '10': 0.003858623183223244, '11': 0.011785727314309042, '0': 0.08346545937914925, '3': 0.11523200458410429, '5': 0.008477491305566218, '7': 0.006378283855592599, '8': 0.010367434780673647, '9': 0.0005020921212053509, '12': 0.0013528982670140976}","[0.04245214515032785, 0.0052504214529471935, 0.016168283092374624, 0.00026044973928947003, 0.003858623183223244, 0.011785727314309042]","{'1': 0.04245214515032785, '2': 0.0052504214529471935, '4': 0.016168283092374624, '6': 0.00026044973928947003, '10': 0.003858623183223244, '11': 0.011785727314309042, '0': 0.08346545937914925, '3': 0.11523200458410429, '5': 0.008477491305566218, '7': 0.006378283855592599, '8': 0.010367434780673647, '9': 0.0005020921212053509, '12': 0.0013528982670140976}","[0.04245214515032785, 0.0052504214529471935, 0.016168283092374624, 0.00026044973928947003, 0.003858623183223244, 0.011785727314309042]",True
openstack,"{'1': 0.04406851146282861, '2': 0.00629297799176129, '4': 0.028371951147928485, '6': 0.00024960315437056124, '8': 0.004057923697910155, '10': 0.006536497588131169, '11': 0.0064710315898628325, '0': 0.06905200687135221, '3': 0.1461184189382766, '5': 0.016507818218451577, '7': 0.0015832126279747172, '9': 0.005218398625802365, '12': 0.003568663897840452}","[0.04406851146282861, 0.00629297799176129, 0.028371951147928485, 0.00024960315437056124, 0.004057923697910155, 0.006536497588131169, 0.0064710315898628325]","{'1': 0.04406851146282861, '2': 0.00629297799176129, '4': 0.028371951147928485, '6': 0.00024960315437056124, '8': 0.004057923697910155, '10': 0.006536497588131169, '11': 0.0064710315898628325, '0': 0.06905200687135221, '3': 0.1461184189382766, '5': 0.016507818218451577, '7': 0.0015832126279747172, '9': 0.005218398625802365, '12': 0.003568663897840452}","[0.04406851146282861, 0.00629297799176129, 0.028371951147928485, 0.00024960315437056124, 0.004057923697910155, 0.006536497588131169, 0.0064710315898628325]",True
