dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,"{'0': 0.17209508281740332, '1': 0.014428932002623606, '3': 0.00984662197949464, '4': 0.11035578981828886, '10': 0.05329458223205742, '2': 0.01651944303401263, '5': 0.04043546068109748, '6': 0.0013077444194925351, '7': 0.005707591442666571, '8': 0.061656184505177375, '9': 0.05658240195593118, '11': 0.0003473501964290196, '12': 0.0014249869339643382}","[0.17209508281740332, 0.014428932002623606, 0.00984662197949464, 0.11035578981828886, 0.05329458223205742]","{'0': 0.17311964574849859, '1': 0.013927373834232, '3': 0.009668581921177595, '4': 0.1099546613716219, '10': 0.05298164344207453, '2': 0.016150893785025197, '5': 0.039334756538003064, '6': 0.001362487593041128, '7': 0.0064141475705942076, '8': 0.06073714468418021, '9': 0.05658198433838282, '11': 0.0006425166969971547, '12': 0.0005186463999698695}","[0.17311964574849859, 0.013927373834232, 0.009668581921177595, 0.1099546613716219, 0.05298164344207453]",False
openstack,"{'0': 0.17159008425507774, '1': 0.014109731425857575, '3': 0.009728517761176503, '4': 0.11078426576103004, '10': 0.0523655087253994, '2': 0.015747437327507576, '5': 0.039192631846253746, '6': 0.001634957080680864, '7': 0.006210587268548712, '8': 0.06048375744474616, '9': 0.05588410748653009, '11': 0.00045599148501329016, '12': 9.925930153627917e-05}","[0.17159008425507774, 0.014109731425857575, 0.009728517761176503, 0.11078426576103004, 0.0523655087253994]","{'0': 0.1719052064737696, '1': 0.015287442789444815, '3': 0.009626426837351758, '4': 0.11084893815056295, '10': 0.0536084398357439, '2': 0.01586190103061672, '5': 0.03975178389143915, '6': 0.0013450752389788773, '7': 0.005809209333769834, '8': 0.06139276357640761, '9': 0.056067522037494696, '11': 0.0006112439855790861, '12': 0.0002903675905579269}","[0.1719052064737696, 0.015287442789444815, 0.009626426837351758, 0.11084893815056295, 0.0536084398357439]",True
openstack,"{'0': 0.17231200433120497, '1': 0.014776995236337827, '3': 0.009847138311419423, '4': 0.11126819645403839, '10': 0.053056593802942746, '2': 0.01547437093298167, '5': 0.03974707287817303, '6': 0.0011973655824565029, '7': 0.005393691667279287, '8': 0.0611946206701892, '9': 0.05721055280612241, '11': 0.00034155736669676186, '12': 0.00032801556824822855}","[0.17231200433120497, 0.014776995236337827, 0.009847138311419423, 0.11126819645403839, 0.053056593802942746]","{'0': 0.17282984509438856, '1': 0.015553127747108524, '3': 0.009796461135312299, '4': 0.1110538912340627, '10': 0.05391963886925462, '2': 0.016323545881503948, '5': 0.03962642994481464, '6': 0.0018741387053203965, '7': 0.005705539152098261, '8': 0.06168178338373971, '9': 0.05725260058437004, '11': 4.711233917957739e-05, '12': 0.00030548593816542315}","[0.17282984509438856, 0.015553127747108524, 0.009796461135312299, 0.1110538912340627, 0.05391963886925462]",False
openstack,"{'0': 0.17260588771619906, '1': 0.013403595963294051, '3': 0.00942810437744642, '4': 0.1106166471026069, '10': 0.05275509871028853, '2': 0.015418897107714982, '5': 0.039470590665035554, '6': 0.002318047632783447, '7': 0.0064043990820263725, '8': 0.061035964104713236, '9': 0.05719174553229663, '11': 0.0010928979550665087, '12': 0.0005380190097445374}","[0.17260588771619906, 0.013403595963294051, 0.00942810437744642, 0.1106166471026069, 0.05275509871028853]","{'0': 0.17229001356042706, '1': 0.014558505489486603, '3': 0.009908941819179572, '4': 0.11079338974990821, '10': 0.053327620055413326, '2': 0.016730362652514114, '5': 0.039146637951006966, '6': 0.0015585922435491885, '7': 0.005812639936196031, '8': 0.06129368031166884, '9': 0.0559439883719692, '11': 0.0007945534149666607, '12': 0.0013209286819851026}","[0.17229001356042706, 0.014558505489486603, 0.009908941819179572, 0.11079338974990821, 0.053327620055413326]",False
openstack,"{'0': 0.17335285645970988, '1': 0.014665518949871649, '3': 0.009499638853771518, '4': 0.11056634876938301, '10': 0.05321269168315133, '12': 0.00040120354189056366, '2': 0.01650929456175154, '5': 0.03988853692537148, '6': 0.0016314897730624162, '7': 0.005716454046725549, '8': 0.06069603189719249, '9': 0.05670085385435977, '11': 0.0006235070387441811}","[0.17335285645970988, 0.014665518949871649, 0.009499638853771518, 0.11056634876938301, 0.05321269168315133, 0.00040120354189056366]","{'0': 0.17193969760697386, '1': 0.014308581620445154, '3': 0.008664984470495745, '4': 0.11019352184657057, '10': 0.05266724730512495, '2': 0.016282153025176455, '5': 0.039399082405927245, '6': 0.0014835847261665792, '7': 0.005726421137428683, '8': 0.06172449212901297, '9': 0.056994549910087955, '11': 0.0009200612345156955, '12': 0.0011348353037573733}","[0.17193969760697386, 0.014308581620445154, 0.008664984470495745, 0.11019352184657057, 0.05266724730512495]",False
openstack,"{'0': 0.17092449535284504, '1': 0.014008114915201344, '3': 0.01022933970458542, '4': 0.10923984842525979, '10': 0.05270068919329474, '12': 7.597340659255552e-05, '2': 0.01626994683173426, '5': 0.03957564411734401, '6': 0.002354825846423139, '7': 0.005997756078224523, '8': 0.06099492840380406, '9': 0.057636342124844794, '11': 2.780268026986968e-06}","[0.17092449535284504, 0.014008114915201344, 0.01022933970458542, 0.10923984842525979, 0.05270068919329474, 7.597340659255552e-05]","{'0': 0.17115462227890862, '1': 0.013718856213344394, '3': 0.009529555348468633, '4': 0.11045319295832105, '10': 0.05207869124912313, '2': 0.015927384899208658, '5': 0.03973452779440007, '6': 0.001049530379872965, '7': 0.005810423894217719, '8': 0.06100613590582965, '9': 0.05599181985761838, '11': 0.0009233854332295126, '12': 0.001268669256140776}","[0.17115462227890862, 0.013718856213344394, 0.009529555348468633, 0.11045319295832105, 0.05207869124912313]",False
openstack,"{'0': 0.17412903640770902, '1': 0.01447876056881078, '3': 0.009729271917499817, '4': 0.11187045181878781, '10': 0.05323838587297814, '12': 0.00011758906224540766, '2': 0.01650810241910021, '5': 0.03956825186134999, '6': 0.001954802332985998, '7': 0.00632828295823327, '8': 0.061688245853622065, '9': 0.05760301450461341, '11': 1.1710568361964988e-05}","[0.17412903640770902, 0.01447876056881078, 0.009729271917499817, 0.11187045181878781, 0.05323838587297814, 0.00011758906224540766]","{'0': 0.173008224020913, '1': 0.015012181214604261, '3': 0.01018719860603486, '4': 0.1104051666106129, '10': 0.052665606214842266, '2': 0.015654421340042794, '5': 0.03882352016681204, '6': 0.0023678975696659705, '7': 0.006636386023176823, '8': 0.0607795007164138, '9': 0.05612290736388094, '11': 0.00035063921946606346, '12': 0.0003489388897385494}","[0.173008224020913, 0.015012181214604261, 0.01018719860603486, 0.1104051666106129, 0.052665606214842266]",False
openstack,"{'0': 0.17145735946016463, '1': 0.01429679146600166, '3': 0.009318105423332257, '4': 0.1100787464056716, '10': 0.05310380370392047, '2': 0.016338526452984063, '5': 0.039606489769099355, '6': 0.0013927411883080517, '7': 0.00562737268530931, '8': 0.060762328706469984, '9': 0.0556595611102839, '11': 0.00042116183780247835, '12': 0.00027687775679312033}","[0.17145735946016463, 0.01429679146600166, 0.009318105423332257, 0.1100787464056716, 0.05310380370392047]","{'0': 0.1720377880745065, '1': 0.014850570561665442, '3': 0.0092331294629804, '4': 0.1101460440095549, '10': 0.052583116532630536, '11': 0.0005953970782699304, '2': 0.015609297445635651, '5': 0.04011412202674914, '6': 0.0024555092189007754, '7': 0.00594644647721785, '8': 0.061646177205211435, '9': 0.05687052742951987, '12': 0.0010831541263655253}","[0.1720377880745065, 0.014850570561665442, 0.0092331294629804, 0.1101460440095549, 0.052583116532630536, 0.0005953970782699304]",False
openstack,"{'0': 0.17300850196814996, '1': 0.014288864045252318, '3': 0.010179924662392956, '4': 0.11070644822341039, '10': 0.05372757960716844, '2': 0.01612404101475233, '5': 0.03948752703448441, '6': 0.002363670175908286, '7': 0.00624929660714793, '8': 0.06161422039911149, '9': 0.0576027249672829, '11': 8.304743795494956e-05, '12': 0.0007429122783833145}","[0.17300850196814996, 0.014288864045252318, 0.010179924662392956, 0.11070644822341039, 0.05372757960716844]","{'0': 0.17374175739212605, '1': 0.01454624045042696, '3': 0.009996608699702154, '4': 0.11117064564419768, '10': 0.053240426511690496, '11': 0.0004631028903828636, '2': 0.015594914498107779, '5': 0.03963687056565588, '6': 0.0021003049062008473, '7': 0.004973158919813818, '8': 0.0617736470520638, '9': 0.056707991132304444, '12': 0.0011876509054040488}","[0.17374175739212605, 0.01454624045042696, 0.009996608699702154, 0.11117064564419768, 0.053240426511690496, 0.0004631028903828636]",True
openstack,"{'0': 0.17303443189299839, '1': 0.013582233707508369, '3': 0.009443435042403216, '4': 0.10912775530842447, '10': 0.05368843437726495, '11': 0.00015642130893146836, '12': 0.0004082060973677803, '2': 0.01599809790573164, '5': 0.04045202464938858, '6': 0.0019558025370308555, '7': 0.007925842495162348, '8': 0.05982835816660929, '9': 0.05639177748477549}","[0.17303443189299839, 0.013582233707508369, 0.009443435042403216, 0.10912775530842447, 0.05368843437726495, 0.00015642130893146836, 0.0004082060973677803]","{'0': 0.17069195412944171, '1': 0.013962572156302023, '3': 0.008714468879210147, '4': 0.10762967296080564, '10': 0.05208548281047022, '2': 0.016031162194783875, '5': 0.03974326336464286, '6': 0.0025290299123952808, '7': 0.007543192825229779, '8': 0.06106092831370686, '9': 0.05659352430860067, '11': 0.0006594576488847991, '12': 0.00017804151032042615}","[0.17069195412944171, 0.013962572156302023, 0.008714468879210147, 0.10762967296080564, 0.05208548281047022]",False
openstack,"{'0': 0.17329180432083402, '1': 0.01460944579160034, '3': 0.010485426120324569, '4': 0.11125114239945902, '10': 0.053495711653873915, '2': 0.0161410988946116, '5': 0.03987375799412204, '6': 0.00048676428799746305, '7': 0.006112435771778323, '8': 0.062159690801536556, '9': 0.056699997233601654, '11': 8.17446018553911e-05, '12': 0.0015337625277369758}","[0.17329180432083402, 0.01460944579160034, 0.010485426120324569, 0.11125114239945902, 0.053495711653873915]","{'0': 0.17225383158207364, '1': 0.014310262441717974, '3': 0.010930187021466864, '4': 0.1096843167597028, '10': 0.052985998199332286, '2': 0.017563074017333216, '5': 0.03897237007550616, '6': 0.0012864000642345368, '7': 0.005122796187672306, '8': 0.061601710317168525, '9': 0.05650954240507501, '11': 0.0003432185864348654, '12': 0.00022124092355044347}","[0.17225383158207364, 0.014310262441717974, 0.010930187021466864, 0.1096843167597028, 0.052985998199332286]",False
openstack,"{'0': 0.17336935437745146, '1': 0.015395811447996711, '3': 0.009566167457625912, '4': 0.11059792043337255, '10': 0.0528100097102953, '11': 0.00024286206465029593, '2': 0.016683136154595046, '5': 0.03951452018321809, '6': 0.002157405529553014, '7': 0.005755827522299326, '8': 0.06179964111409317, '9': 0.05707012381530627, '12': 0.0007452709198899661}","[0.17336935437745146, 0.015395811447996711, 0.009566167457625912, 0.11059792043337255, 0.0528100097102953, 0.00024286206465029593]","{'0': 0.17188793801156155, '1': 0.01417273144207222, '3': 0.010406781354985767, '4': 0.11234625258448909, '10': 0.053870688781821725, '12': 9.898647485084809e-05, '2': 0.016260840280835315, '5': 0.03911947413513233, '6': 0.0012272479529780687, '7': 0.006115423036383556, '8': 0.061167157739983886, '9': 0.056054214730065915, '11': 0.0006251181091748784}","[0.17188793801156155, 0.01417273144207222, 0.010406781354985767, 0.11234625258448909, 0.053870688781821725, 9.898647485084809e-05]",False
openstack,"{'0': 0.17286689356304977, '1': 0.014557808181818736, '3': 0.009711091567248285, '4': 0.11097758602059321, '10': 0.052547041271772635, '2': 0.01702873783984333, '5': 0.03934209089391301, '6': 0.0008669193349988529, '7': 0.005412391599122969, '8': 0.06104839166940776, '9': 0.056304902910323466, '11': 0.0011931129179570447, '12': 0.0014291637075761344}","[0.17286689356304977, 0.014557808181818736, 0.009711091567248285, 0.11097758602059321, 0.052547041271772635]","{'0': 0.17344954444535157, '1': 0.014151062588756027, '3': 0.010138137404352316, '4': 0.11007897478129804, '10': 0.05316064078709291, '2': 0.01739686953436387, '5': 0.03940706939656777, '6': 0.0024425493625462855, '7': 0.006258857612210162, '8': 0.06177203277554805, '9': 0.05658360141871855, '11': 0.00019534148238563236, '12': 0.0008272990234652478}","[0.17344954444535157, 0.014151062588756027, 0.010138137404352316, 0.11007897478129804, 0.05316064078709291]",False
openstack,"{'0': 0.17384255249373037, '1': 0.014890335566817283, '3': 0.009741323589253687, '4': 0.11125671915489495, '10': 0.05379318476904311, '11': 0.0003093801196129436, '2': 0.016879919739965263, '5': 0.03957677442978393, '6': 0.0011446644538087919, '7': 0.006378009837395051, '8': 0.06218328680090508, '9': 0.05667006616335612, '12': 0.00046175419183726155}","[0.17384255249373037, 0.014890335566817283, 0.009741323589253687, 0.11125671915489495, 0.05379318476904311, 0.0003093801196129436]","{'0': 0.17317903093636236, '1': 0.014856465823734073, '3': 0.00978520696842759, '4': 0.11048295997608149, '10': 0.05381864288735201, '2': 0.0164691269865313, '5': 0.0394214481413165, '6': 0.0012482250058334838, '7': 0.005419128923122427, '8': 0.061857006888684625, '9': 0.05660172573398993, '11': 0.0013236774427370602, '12': 0.0009949259370961197}","[0.17317903093636236, 0.014856465823734073, 0.00978520696842759, 0.11048295997608149, 0.05381864288735201]",False
openstack,"{'0': 0.17328306831531803, '1': 0.015240422437105435, '3': 0.010445940811799637, '4': 0.11150374630429878, '10': 0.054291651568046724, '2': 0.015594098707385888, '5': 0.03965455899182232, '6': 0.0012895753567060157, '7': 0.006100466886241408, '8': 0.06181821636240236, '9': 0.05715674910194974, '11': 0.00034135718371793, '12': 0.0008440872911598408}","[0.17328306831531803, 0.015240422437105435, 0.010445940811799637, 0.11150374630429878, 0.054291651568046724]","{'0': 0.1735857199001927, '1': 0.01438131489062432, '3': 0.0096377205524334, '4': 0.11123565512330703, '10': 0.053106794112060374, '2': 0.01632506773982194, '5': 0.03934746146367877, '6': 0.0023960174865481593, '7': 0.005980267352638779, '8': 0.0616284708294726, '9': 0.05774580778710186, '11': 0.0007356770925580705, '12': 0.0009149700197647886}","[0.1735857199001927, 0.01438131489062432, 0.0096377205524334, 0.11123565512330703, 0.053106794112060374]",True
openstack,"{'0': 0.17379831452760092, '1': 0.01467426168826692, '3': 0.01034447192192636, '4': 0.11142943161012768, '10': 0.052978066538512864, '2': 0.015876368591955552, '5': 0.03911841901169924, '6': 0.0021806464983017875, '7': 0.006447747096466284, '8': 0.06200459783466163, '9': 0.05760249163406203, '11': 0.0006896748996362906, '12': 0.0008667959535204668}","[0.17379831452760092, 0.01467426168826692, 0.01034447192192636, 0.11142943161012768, 0.052978066538512864]","{'0': 0.17403953626038987, '1': 0.01388749477468538, '3': 0.010127260326226798, '4': 0.11080443150940503, '10': 0.0529823962717329, '12': 1.566044589033731e-05, '2': 0.01573253185947063, '5': 0.03960021991078955, '6': 0.0013822277938357434, '7': 0.005499294724131506, '8': 0.06223286190001782, '9': 0.056450957747919174, '11': 0.0009050592973414198}","[0.17403953626038987, 0.01388749477468538, 0.010127260326226798, 0.11080443150940503, 0.0529823962717329, 1.566044589033731e-05]",False
openstack,"{'0': 0.1721981819572516, '1': 0.014081993841359091, '3': 0.009817033398846837, '4': 0.11097077474200748, '10': 0.05332521625187012, '2': 0.016612014560287037, '5': 0.03994949343045408, '6': 0.001313204856960157, '7': 0.005096866957994809, '8': 0.06153543533752401, '9': 0.056982225430670955, '11': 1.882019234550043e-05, '12': 0.0002267129201856087}","[0.1721981819572516, 0.014081993841359091, 0.009817033398846837, 0.11097077474200748, 0.05332521625187012]","{'0': 0.17298146528585306, '1': 0.013768659865449175, '3': 0.00968659235584962, '4': 0.11108516159320186, '10': 0.05388129703808719, '12': 4.3429147729905425e-06, '2': 0.01648678313465681, '5': 0.03956557001005277, '6': 0.001008767093859856, '7': 0.005851793574804722, '8': 0.06125908134869307, '9': 0.05746762214289746, '11': 0.0005216710711382267}","[0.17298146528585306, 0.013768659865449175, 0.00968659235584962, 0.11108516159320186, 0.05388129703808719, 4.3429147729905425e-06]",False
openstack,"{'0': 0.17326452653047794, '1': 0.014905446072849203, '3': 0.010324550223277126, '4': 0.10989390215999756, '10': 0.053414427370241345, '2': 0.015941844561397866, '5': 0.03933007028092105, '6': 0.0013803548860254532, '7': 0.006142148066476423, '8': 0.061912710959117614, '9': 0.05695521272974898, '11': 0.0006083310974696509, '12': 0.0005882964948011675}","[0.17326452653047794, 0.014905446072849203, 0.010324550223277126, 0.10989390215999756, 0.053414427370241345]","{'0': 0.17400906783769005, '1': 0.014954781499808861, '3': 0.009850342367824628, '4': 0.11063014921084473, '10': 0.05316841430287722, '11': 0.00014224676250026012, '2': 0.015206007770341609, '5': 0.0393594057736134, '6': 0.0013971024615809415, '7': 0.005908497271736663, '8': 0.06111108173961407, '9': 0.057257448981887685, '12': 0.000742447020590555}","[0.17400906783769005, 0.014954781499808861, 0.009850342367824628, 0.11063014921084473, 0.05316841430287722, 0.00014224676250026012]",False
openstack,"{'0': 0.17408181659178132, '1': 0.014423984011119176, '3': 0.009506615131639902, '4': 0.11140358147503714, '10': 0.05330520508417912, '11': 0.0008558498982919927, '2': 0.01739922776899127, '5': 0.04002895679324475, '6': 0.0009360245251553328, '7': 0.005960689053031575, '8': 0.06232741656225935, '9': 0.056967966432985344, '12': 0.00021024303265386262}","[0.17408181659178132, 0.014423984011119176, 0.009506615131639902, 0.11140358147503714, 0.05330520508417912, 0.0008558498982919927]","{'0': 0.17247013034617845, '1': 0.014677536764788482, '3': 0.010375741679363852, '4': 0.1112301417266559, '10': 0.05293487331288384, '11': 0.00033165375952164746, '12': 6.770414902230787e-05, '2': 0.01751015709816189, '5': 0.039884186040004536, '6': 0.0023967284672673757, '7': 0.005351537984831748, '8': 0.061371126925767, '9': 0.05795376272627105}","[0.17247013034617845, 0.014677536764788482, 0.010375741679363852, 0.1112301417266559, 0.05293487331288384, 0.00033165375952164746, 6.770414902230787e-05]",True
